"Ind1","Ind2","k0_hat","k1_hat","k2_hat","pi_HAT","nbSNP","band_ind1","site_ind1","nest_ind1","type_ind1","FamilyID_ind1","brood_ind1","clutchID_ind1","band_ind2","site_ind2","nest_ind2","type_ind2","FamilyID_ind2","brood_ind2","clutchID_ind2","mom.assign3","dad.assign3"
"CO_57659","CO_33942",0.219,0.67,0.111,0.446,59596,"2850-57659","Blue Cloud",4,"dad","BlueCloud-04",NA,"Blue Cloud_4_","2881-33942","Blue Cloud",4.2,"kid","BlueCloud-04","1","Blue Cloud_4.2_1",1,1
"CO_57928","CO_33942",0.193,0.726,0.081,0.444,63778,"2850-57928","Blue Cloud",4,"mom","BlueCloud-04",NA,"Blue Cloud_4_","2881-33942","Blue Cloud",4.2,"kid","BlueCloud-04","1","Blue Cloud_4.2_1",1,1
"CO_57659","CO_33943",0.189,0.738,0.073,0.442,60317,"2850-57659","Blue Cloud",4,"dad","BlueCloud-04",NA,"Blue Cloud_4_","2881-33943","Blue Cloud",4.2,"kid","BlueCloud-04","1","Blue Cloud_4.2_1",1,1
"CO_57928","CO_33943",0.186,0.736,0.078,0.446,64415,"2850-57928","Blue Cloud",4,"mom","BlueCloud-04",NA,"Blue Cloud_4_","2881-33943","Blue Cloud",4.2,"kid","BlueCloud-04","1","Blue Cloud_4.2_1",1,1
"CO_57683","CO_33944",0.17,0.777,0.052,0.441,62376,"2850-57683","Struthers",3,"mom","Struthers-03",NA,"Struthers_3_","2881-33944","Struthers",5,"kid","Struthers-03","2","Struthers_5_2",1,1
"CO_57674","CO_33944",0.157,0.803,0.041,0.442,65103,"2850-57674","Struthers",3,"dad","Struthers-03",NA,"Struthers_3_","2881-33944","Struthers",5,"kid","Struthers-03","2","Struthers_5_2",1,1
"CO_57674","CO_33945",0.173,0.772,0.055,0.441,69415,"2850-57674","Struthers",3,"dad","Struthers-03",NA,"Struthers_3_","2881-33945","Struthers",5,"kid","Struthers-03","2","Struthers_5_2",1,1
"CO_57683","CO_33945",0.186,0.737,0.077,0.446,66474,"2850-57683","Struthers",3,"mom","Struthers-03",NA,"Struthers_3_","2881-33945","Struthers",5,"kid","Struthers-03","2","Struthers_5_2",1,1
"CO_57674","CO_33946",0.188,0.729,0.083,0.447,68937,"2850-57674","Struthers",3,"dad","Struthers-03",NA,"Struthers_3_","2881-33946","Struthers",5,"kid","Struthers-03","2","Struthers_5_2",1,1
"CO_57683","CO_33946",0.18,0.759,0.061,0.441,66026,"2850-57683","Struthers",3,"mom","Struthers-03",NA,"Struthers_3_","2881-33946","Struthers",5,"kid","Struthers-03","2","Struthers_5_2",1,1
"CO_57608","CO_33947",0.184,0.744,0.072,0.444,63315,"2850-57608","Urban Farm Girlz",4,"mom","UrbanFarm-07",NA,"Urban Farm Girlz_4_","2881-33947","Urban Farm Girlz",7,"kid","UrbanFarm-07","2","Urban Farm Girlz_7_2",1,1
"CO_57608","CO_33948",0.172,0.766,0.062,0.445,67328,"2850-57608","Urban Farm Girlz",4,"mom","UrbanFarm-07",NA,"Urban Farm Girlz_4_","2881-33948","Urban Farm Girlz",7,"kid","UrbanFarm-07","2","Urban Farm Girlz_7_2",1,1
"CO_57608","CO_33950",0.154,0.811,0.035,0.441,68577,"2850-57608","Urban Farm Girlz",4,"mom","UrbanFarm-07",NA,"Urban Farm Girlz_4_","2881-33950","Urban Farm Girlz",7,"kid","UrbanFarm-07","2","Urban Farm Girlz_7_2",1,1
"CO_57608","CO_33951",0.143,0.806,0.051,0.454,71448,"2850-57608","Urban Farm Girlz",4,"mom","UrbanFarm-07",NA,"Urban Farm Girlz_4_","2881-33951","Urban Farm Girlz",7,"kid","UrbanFarm-07","2","Urban Farm Girlz_7_2",1,1
"CO_57949","CO_34132",0.179,0.747,0.074,0.448,63717,"2850-57949","Speedwell",1,"dad","Speedwell-01",NA,"Speedwell_1_","2881-34132","Speedwell",1,"kid","Speedwell-01","1","Speedwell_1_1",1,1
"CO_57950","CO_34132",0.179,0.745,0.076,0.449,61807,"2850-57950","Speedwell",1,"mom","Speedwell-01",NA,"Speedwell_1_","2881-34132","Speedwell",1,"kid","Speedwell-01","1","Speedwell_1_1",1,1
"CO_57949","CO_34133",0.124,0.831,0.045,0.461,76930,"2850-57949","Speedwell",1,"dad","Speedwell-01",NA,"Speedwell_1_","2881-34133","Speedwell",1,"kid","Speedwell-01","1","Speedwell_1_1",1,1
"CO_57950","CO_34133",0.121,0.838,0.041,0.46,74746,"2850-57950","Speedwell",1,"mom","Speedwell-01",NA,"Speedwell_1_","2881-34133","Speedwell",1,"kid","Speedwell-01","1","Speedwell_1_1",1,1
"CO_57950","CO_34134",0.174,0.75,0.076,0.451,62717,"2850-57950","Speedwell",1,"mom","Speedwell-01",NA,"Speedwell_1_","2881-34134","Speedwell",1,"kid","Speedwell-01","1","Speedwell_1_1",1,0
"CO_57949","CO_34135",0.186,0.745,0.068,0.441,61769,"2850-57949","Speedwell",1,"dad","Speedwell-01",NA,"Speedwell_1_","2881-34135","Speedwell",1,"kid","Speedwell-01","1","Speedwell_1_1",1,1
"CO_57950","CO_34135",0.174,0.765,0.061,0.443,60058,"2850-57950","Speedwell",1,"mom","Speedwell-01",NA,"Speedwell_1_","2881-34135","Speedwell",1,"kid","Speedwell-01","1","Speedwell_1_1",1,1
"CO_57953","CO_83162",0.203,0.735,0.062,0.429,70743,"2850-57953","Cathys",1,"dad","Cathys-01",NA,"Cathys_1_","2811-83162","Cathys",1,"kid","Cathys-01","1","Cathys_1_1",1,1
"CO_57953","CO_83163",0.184,0.763,0.053,0.435,62584,"2850-57953","Cathys",1,"dad","Cathys-01",NA,"Cathys_1_","2811-83163","Cathys",1,"kid","Cathys-01","1","Cathys_1_1",1,1
"CO_57953","CO_83164",0.174,0.759,0.067,0.446,73902,"2850-57953","Cathys",1,"dad","Cathys-01",NA,"Cathys_1_","2811-83164","Cathys",1,"kid","Cathys-01","1","Cathys_1_1",1,1
"CO_57953","CO_83165",0.184,0.77,0.046,0.431,77344,"2850-57953","Cathys",1,"dad","Cathys-01",NA,"Cathys_1_","2811-83165","Cathys",1,"kid","Cathys-01","1","Cathys_1_1",1,1
"CO_57952","CO_83166",0.208,0.733,0.059,0.425,69718,"2850-57952","Jays",1,"mom","Jays-01",NA,"Jays_1_","2811-83166","Jays",1,"kid","Jays-01","1","Jays_1_1",1,1
"CO_57967","CO_83167",0.172,0.776,0.052,0.44,76318,"2850-57967","Green Mill",2,"dad","none",NA,"Green Mill_2_","2811-83167","Jays",1,"kid","Jays-01","1","Jays_1_1",1,1
"CO_57952","CO_83167",0.197,0.742,0.061,0.432,74011,"2850-57952","Jays",1,"mom","Jays-01",NA,"Jays_1_","2811-83167","Jays",1,"kid","Jays-01","1","Jays_1_1",1,1
"CO_57967","CO_83168",0.169,0.775,0.055,0.443,77250,"2850-57967","Green Mill",2,"dad","none",NA,"Green Mill_2_","2811-83168","Jays",1,"kid","Jays-01","1","Jays_1_1",1,1
"CO_57952","CO_83168",0.17,0.78,0.05,0.44,74982,"2850-57952","Jays",1,"mom","Jays-01",NA,"Jays_1_","2811-83168","Jays",1,"kid","Jays-01","1","Jays_1_1",1,1
"CO_57952","CO_83169",0.185,0.745,0.07,0.443,71984,"2850-57952","Jays",1,"mom","Jays-01",NA,"Jays_1_","2811-83169","Jays",1,"kid","Jays-01","1","Jays_1_1",1,1
"CO_57952","CO_83170",0.174,0.766,0.06,0.443,70014,"2850-57952","Jays",1,"mom","Jays-01",NA,"Jays_1_","2811-83170","Jays",1,"kid","Jays-01","1","Jays_1_1",1,1
"CO_57967","CO_83170",0.179,0.766,0.054,0.437,72058,"2850-57967","Green Mill",2,"dad","none",NA,"Green Mill_2_","2811-83170","Jays",1,"kid","Jays-01","1","Jays_1_1",1,1
"CO_57953","CO_83188",0.198,0.75,0.053,0.427,75051,"2850-57953","Cathys",1,"dad","Cathys-01",NA,"Cathys_1_","2811-83188","Cathys",2,"kid","Cathys-01","2","Cathys_2_2",1,1
"CO_57953","CO_83189",0.207,0.729,0.064,0.428,70007,"2850-57953","Cathys",1,"dad","Cathys-01",NA,"Cathys_1_","2811-83189","Cathys",2,"kid","Cathys-01","2","Cathys_2_2",1,1
"CO_57931","CO_E110",0.211,0.714,0.075,0.432,63745,"2850-57931","Cooks",2,"mom","Cooks-02",NA,"Cooks_2_","E110","Cooks",2,"egg","Cooks-02","collected","Cooks_2_collected",1,0
"CO_57931","CO_E111",0.237,0.678,0.085,0.424,63011,"2850-57931","Cooks",2,"mom","Cooks-02",NA,"Cooks_2_","E111","Cooks",2,"egg","Cooks-02","collected","Cooks_2_collected",1,1
"CO_57931","CO_E112",0.23,0.693,0.077,0.423,63488,"2850-57931","Cooks",2,"mom","Cooks-02",NA,"Cooks_2_","E112","Cooks",2,"egg","Cooks-02","collected","Cooks_2_collected",1,1
"CO_57931","CO_E113",0.241,0.674,0.085,0.422,60836,"2850-57931","Cooks",2,"mom","Cooks-02",NA,"Cooks_2_","E113","Cooks",2,"egg","Cooks-02","collected","Cooks_2_collected",1,1
"CO_57931","CO_E114",0.226,0.691,0.083,0.429,67617,"2850-57931","Cooks",2,"mom","Cooks-02",NA,"Cooks_2_","E114","Cooks",2,"egg","Cooks-02","collected","Cooks_2_collected",1,1
"CO_57931","CO_E115",0.259,0.621,0.12,0.43,59576,"2850-57931","Cooks",2,"mom","Cooks-02",NA,"Cooks_2_","E115","Cooks",2,"egg","Cooks-02","collected","Cooks_2_collected",1,1
"CO_57687","CO_E148",0.166,0.808,0.026,0.43,83798,"2850-57687","Boyer",2,"mom","Boyer-02",NA,"Boyer_2_","E148","Boyer",2,"egg","Boyer-02","collected","Boyer_2_collected",1,1
"CO_57687","CO_E149",0.183,0.769,0.048,0.432,82419,"2850-57687","Boyer",2,"mom","Boyer-02",NA,"Boyer_2_","E149","Boyer",2,"egg","Boyer-02","collected","Boyer_2_collected",1,1
"CO_57687","CO_E150",0.162,0.804,0.033,0.436,84458,"2850-57687","Boyer",2,"mom","Boyer-02",NA,"Boyer_2_","E150","Boyer",2,"egg","Boyer-02","collected","Boyer_2_collected",1,1
"CO_57687","CO_E151",0.252,0.67,0.078,0.413,64909,"2850-57687","Boyer",2,"mom","Boyer-02",NA,"Boyer_2_","E151","Boyer",2,"egg","Boyer-02","collected","Boyer_2_collected",1,1
