"Band_dad","Band_mom","building_dad","building_mom","dist","pat.clutch.size","fert","prop.fert","year"
"2850-57980","2850-57946","Cooks","Nixon est",8070.854802,4,0,0,2023
"2870-65021","2850-57946","CHR","Nixon est",4043.444267,4,0,0,2023
"2850-57949","2850-57948","Speedwell est","Cooks",9974.089273,8,0,0,2023
"2850-57955","2850-57948","CHR","Cooks",3998.148258,8,0,0,2023
"2850-57962","2850-57948","CHR","Cooks",3998.148258,8,0,0,2023
"2850-57970","2850-57948","CHR","Cooks",3998.148258,8,0,0,2023
"2850-57963","2850-57948","CHR","Cooks",3998.148258,8,0,0,2023
"2850-57972","2850-57948","CHR","Cooks",3998.148258,8,0,0,2023
"2850-57977","2850-57948","Red Wagon porch est","Cooks",10895.89421,8,0,0,2023
"2870-64920","2850-57948","CHR","Cooks",3998.148258,8,0,0,2023
"2870-64924","2850-57948","CHR","Cooks",3998.148258,8,0,0,2023
"2870-64928","2850-57948","CHR","Cooks",3998.148258,8,0,0,2023
"2870-65014","2850-57948","Boyer","Cooks",11757.49343,8,0,0,2023
"2870-65016","2850-57948","Boyer","Cooks",11757.49343,8,0,0,2023
"2811-83123","2850-57948","CHR","Cooks",3998.148258,8,0,0,2023
"2870-65017","2850-57948","Make Believe","Cooks",8134.783478,8,0,0,2023
"2870-65018","2850-57948","Make Believe","Cooks",8134.783478,8,0,0,2023
"2870-65020","2850-57948","CHR","Cooks",3998.148258,8,0,0,2023
"2870-65023","2850-57948","CHR","Cooks",3998.148258,8,0,0,2023
"2811-83258","2850-57948","CHR","Cooks",3998.148258,8,0,0,2023
"2850-57953","2850-57948","Cathys est","Cooks",11307.353,8,0,0,2023
"2850-57967","2850-57948","Green Mill est","Cooks",8793.220725,8,0,0,2023
"2850-57958","2850-57948","CHR","Cooks",3998.148258,8,0,0,2023
"2870-64921","2850-57948","CHR","Cooks",3998.148258,8,0,0,2023
"2870-65021","2850-57948","CHR","Cooks",3998.148258,8,0,0,2023
"2850-57955","2850-57950","CHR","Speedwell est",6015.097136,7,0,0,2023
"2850-57963","2850-57950","CHR","Speedwell est",6015.097136,7,0,0,2023
"2850-57962","2850-57950","CHR","Speedwell est",6015.097136,7,0,0,2023
"2850-57970","2850-57950","CHR","Speedwell est",6015.097136,7,0,0,2023
"2850-57972","2850-57950","CHR","Speedwell est",6015.097136,7,0,0,2023
"2850-57977","2850-57950","Red Wagon porch est","Speedwell est",918.9994827,7,0,0,2023
"2870-64920","2850-57950","CHR","Speedwell est",6015.097136,7,0,0,2023
"2870-64928","2850-57950","CHR","Speedwell est",6015.097136,7,0,0,2023
"2870-64924","2850-57950","CHR","Speedwell est",6015.097136,7,0,0,2023
"2870-65016","2850-57950","Boyer","Speedwell est",2103.892922,7,0,0,2023
"2870-65014","2850-57950","Boyer","Speedwell est",2103.892922,7,0,0,2023
"2870-65017","2850-57950","Make Believe","Speedwell est",3455.712605,7,0,0,2023
"2870-65018","2850-57950","Make Believe","Speedwell est",3455.712605,7,0,0,2023
"2870-65020","2850-57950","CHR","Speedwell est",6015.097136,7,0,0,2023
"2870-65023","2850-57950","CHR","Speedwell est",6015.097136,7,0,0,2023
"2811-83123","2850-57950","CHR","Speedwell est",6015.097136,7,0,0,2023
"2811-83118","2850-57950","Cooks","Speedwell est",9974.089273,7,0,0,2023
"2811-83258","2850-57950","CHR","Speedwell est",6015.097136,7,0,0,2023
"2870-64921","2850-57950","CHR","Speedwell est",6015.097136,7,0,0,2023
"2850-57953","2850-57950","Cathys est","Speedwell est",2613.652419,7,0,0,2023
"2850-57980","2850-57950","Cooks","Speedwell est",9974.089273,7,0,0,2023
"2850-57967","2850-57950","Green Mill est","Speedwell est",1372.272488,7,0,0,2023
"2850-57958","2850-57950","CHR","Speedwell est",6015.097136,7,0,0,2023
"2870-65021","2850-57950","CHR","Speedwell est",6015.097136,7,0,0,2023
"2850-57955","2850-57954","CHR","Cathys est",7669.293552,6,0,0,2023
"2850-57962","2850-57954","CHR","Cathys est",7669.293552,6,0,0,2023
"2850-57970","2850-57954","CHR","Cathys est",7669.293552,6,0,0,2023
"2850-57972","2850-57954","CHR","Cathys est",7669.293552,6,0,0,2023
"2850-57963","2850-57954","CHR","Cathys est",7669.293552,6,0,0,2023
"2850-57977","2850-57954","Red Wagon porch est","Cathys est",2334.117655,6,0,0,2023
"2870-64920","2850-57954","CHR","Cathys est",7669.293552,6,0,0,2023
"2870-64924","2850-57954","CHR","Cathys est",7669.293552,6,0,0,2023
"2870-65014","2850-57954","Boyer","Cathys est",1321.64081,6,0,0,2023
"2870-65017","2850-57954","Make Believe","Cathys est",3337.471654,6,0,0,2023
"2870-64928","2850-57954","CHR","Cathys est",7669.293552,6,0,0,2023
"2870-65018","2850-57954","Make Believe","Cathys est",3337.471654,6,0,0,2023
"2870-65023","2850-57954","CHR","Cathys est",7669.293552,6,0,0,2023
"2870-65016","2850-57954","Boyer","Cathys est",1321.64081,6,0,0,2023
"2870-65020","2850-57954","CHR","Cathys est",7669.293552,6,0,0,2023
"2811-83118","2850-57954","Cooks","Cathys est",11307.353,6,0,0,2023
"2811-83123","2850-57954","CHR","Cathys est",7669.293552,6,0,0,2023
"2811-83258","2850-57954","CHR","Cathys est",7669.293552,6,0,0,2023
"2850-57958","2850-57954","CHR","Cathys est",7669.293552,6,0,0,2023
"2850-57967","2850-57954","Green Mill est","Cathys est",3810.865348,6,0,0,2023
"2870-64921","2850-57954","CHR","Cathys est",7669.293552,6,0,0,2023
"2850-57980","2850-57954","Cooks","Cathys est",11307.353,6,0,0,2023
"2870-65021","2850-57954","CHR","Cathys est",7669.293552,6,0,0,2023
"2850-57962","2850-57956","CHR","Karens est",472.2447997,5,0,0,2023
"2850-57977","2850-57956","Red Wagon porch est","Karens est",6634.506817,5,0,0,2023
"2850-57963","2850-57956","CHR","Karens est",472.2447997,5,0,0,2023
"2870-64920","2850-57956","CHR","Karens est",472.2447997,5,0,0,2023
"2850-57972","2850-57956","CHR","Karens est",472.2447997,5,0,0,2023
"2850-57970","2850-57956","CHR","Karens est",472.2447997,5,0,0,2023
"2870-64924","2850-57956","CHR","Karens est",472.2447997,5,0,0,2023
"2870-64928","2850-57956","CHR","Karens est",472.2447997,5,0,0,2023
"2870-65014","2850-57956","Boyer","Karens est",7670.061205,5,0,0,2023
"2870-65017","2850-57956","Make Believe","Karens est",4897.580448,5,0,0,2023
"2870-65016","2850-57956","Boyer","Karens est",7670.061205,5,0,0,2023
"2870-65018","2850-57956","Make Believe","Karens est",4897.580448,5,0,0,2023
"2870-65020","2850-57956","CHR","Karens est",472.2447997,5,0,0,2023
"2870-65023","2850-57956","CHR","Karens est",472.2447997,5,0,0,2023
"2811-83118","2850-57956","Cooks","Karens est",4427.496664,5,0,0,2023
"2811-83123","2850-57956","CHR","Karens est",472.2447997,5,0,0,2023
"2811-83258","2850-57956","CHR","Karens est",472.2447997,5,0,0,2023
"2850-57958","2850-57956","CHR","Karens est",472.2447997,5,0,0,2023
"2850-57953","2850-57956","Cathys est","Karens est",7495.612267,5,0,0,2023
"2870-64921","2850-57956","CHR","Karens est",472.2447997,5,0,0,2023
"2850-57967","2850-57956","Green Mill est","Karens est",4436.810386,5,0,0,2023
"2850-57980","2850-57956","Cooks","Karens est",4427.496664,5,0,0,2023
"2870-65021","2850-57956","CHR","Karens est",472.2447997,5,0,0,2023
"2870-64928","2850-57978","CHR","Red Wagon porch est",6937.504321,1,0,0,2023
"2870-65014","2850-57978","Boyer","Red Wagon porch est",1405.996859,1,0,0,2023
"2870-64920","2850-57978","CHR","Red Wagon porch est",6937.504321,1,0,0,2023
"2870-64924","2850-57978","CHR","Red Wagon porch est",6937.504321,1,0,0,2023
"2870-65017","2850-57978","Make Believe","Red Wagon porch est",4083.407908,1,0,0,2023
"2870-65016","2850-57978","Boyer","Red Wagon porch est",1405.996859,1,0,0,2023
"2870-65018","2850-57978","Make Believe","Red Wagon porch est",4083.407908,1,0,0,2023
"2870-65020","2850-57978","CHR","Red Wagon porch est",6937.504321,1,0,0,2023
"2870-65023","2850-57978","CHR","Red Wagon porch est",6937.504321,1,0,0,2023
"2811-83123","2850-57978","CHR","Red Wagon porch est",6937.504321,1,0,0,2023
"2811-83118","2850-57978","Cooks","Red Wagon porch est",10895.89421,1,0,0,2023
"2811-83258","2850-57978","CHR","Red Wagon porch est",6937.504321,1,0,0,2023
"2850-57953","2850-57978","Cathys est","Red Wagon porch est",2334.117655,1,0,0,2023
"2850-57958","2850-57978","CHR","Red Wagon porch est",6937.504321,1,0,0,2023
"2850-57967","2850-57978","Green Mill est","Red Wagon porch est",2238.276421,1,0,0,2023
"2850-57980","2850-57978","Cooks","Red Wagon porch est",10895.89421,1,0,0,2023
"2870-65021","2850-57978","CHR","Red Wagon porch est",6937.504321,1,0,0,2023
"2870-64921","2850-57978","CHR","Red Wagon porch est",6937.504321,1,0,0,2023
"2870-65018","2870-65015","Make Believe","Boyer",4212.841149,6,0,0,2023
"2870-65017","2870-65015","Make Believe","Boyer",4212.841149,6,0,0,2023
"2870-65020","2870-65015","CHR","Boyer",7918.345849,6,0,0,2023
"2870-65023","2870-65015","CHR","Boyer",7918.345849,6,0,0,2023
"2811-83118","2870-65015","Cooks","Boyer",11757.49343,6,0,0,2023
"2811-83123","2870-65015","CHR","Boyer",7918.345849,6,0,0,2023
"2811-83258","2870-65015","CHR","Boyer",7918.345849,6,0,0,2023
"2850-57953","2870-65015","Cathys est","Boyer",1321.64081,6,0,0,2023
"2850-57958","2870-65015","CHR","Boyer",7918.345849,6,0,0,2023
"2850-57980","2870-65015","Cooks","Boyer",11757.49343,6,0,0,2023
"2870-64921","2870-65015","CHR","Boyer",7918.345849,6,0,0,2023
"2850-57967","2870-65015","Green Mill est","Boyer",3477.104084,6,0,0,2023
"2870-65021","2870-65015","CHR","Boyer",7918.345849,6,0,0,2023
"2870-65020","2870-65019","CHR","Make Believe",4912.593342,1,0,0,2023
"2870-65023","2870-65019","CHR","Make Believe",4912.593342,1,0,0,2023
"2811-83123","2870-65019","CHR","Make Believe",4912.593342,1,0,0,2023
"2811-83118","2870-65019","Cooks","Make Believe",8134.783478,1,0,0,2023
"2811-83258","2870-65019","CHR","Make Believe",4912.593342,1,0,0,2023
"2850-57953","2870-65019","Cathys est","Make Believe",3337.471654,1,0,0,2023
"2850-57967","2870-65019","Green Mill est","Make Believe",3456.574291,1,0,0,2023
"2870-65021","2870-65019","CHR","Make Believe",4912.593342,1,0,0,2023
"2850-57980","2870-65019","Cooks","Make Believe",8134.783478,1,0,0,2023
"2850-57958","2870-65019","CHR","Make Believe",4912.593342,1,0,0,2023
"2870-64921","2870-65019","CHR","Make Believe",4912.593342,1,0,0,2023
"2850-57958","2850-57687","CHR","Boyer",7918.345849,8,0,0,2023
"2850-57953","2850-57687","Cathys est","Boyer",1321.64081,8,0,0,2023
"2870-65021","2850-57687","CHR","Boyer",7918.345849,8,0,0,2023
"2850-57967","2850-57687","Green Mill est","Boyer",3477.104084,8,0,0,2023
"2870-64921","2850-57687","CHR","Boyer",7918.345849,8,0,0,2023
"2850-57980","2850-57687","Cooks","Boyer",11757.49343,8,0,0,2023
"2850-57967","2850-57931","Green Mill est","Cooks",8793.220725,6,0,0,2023
"2850-57953","2850-57931","Cathys est","Cooks",11307.353,6,0,0,2023
"2850-57958","2850-57931","CHR","Cooks",3998.148258,6,0,0,2023
"2870-64921","2850-57931","CHR","Cooks",3998.148258,6,0,0,2023
"2870-65021","2850-57931","CHR","Cooks",3998.148258,6,0,0,2023
"2850-57953","2850-57952","Cathys est","Jays est",3752.774519,8,0,0,2023
"2850-57967","2850-57952","Green Mill est","Jays est",376.7434962,8,3,0.375,2023
"2850-57958","2850-57952","CHR","Jays est",4525.471845,8,0,0,2023
"2850-57980","2850-57952","Cooks","Jays est",8518.517871,8,0,0,2023
"2870-64921","2850-57952","CHR","Jays est",4525.471845,8,0,0,2023
"2870-65021","2850-57952","CHR","Jays est",4525.471845,8,0,0,2023
"2850-57901","2850-57688","Blue Cloud main","Boyer",4432.865572,8,0,0,2023
"2850-57901","2850-57853","Blue Cloud main","Cooks",8135.083191,4,0,0,2023
"2850-57901","2850-57878","Blue Cloud main","Make Believe",3928.765414,6,0,0,2023
"2850-57901","2640-97596","Blue Cloud main","Make Believe",3928.765414,5,0,0,2023
"2850-57901","2850-57551","Blue Cloud main","Struthers main",1282.306886,7,0,0,2023
"2850-57901","2811-06861","Blue Cloud main","Boyer",4432.865572,10,0,0,2023
"2850-57901","2850-57629","Blue Cloud main","Urban Farm Girlz Sheep Shed",5385.601613,5,0,0,2023
"2850-57901","2850-57575","Blue Cloud main","Cooks",8135.083191,14,0,0,2023
"2850-57901","2850-57608","Blue Cloud main","Urban Farm Girlz Red Barn",5425.344701,4,0,0,2023
"2850-57901","2850-57685","Blue Cloud main","Boyer",4432.865572,11,0,0,2023
"2850-57901","2850-57683","Blue Cloud main","Struthers main",1282.306886,6,0,0,2023
"2850-57901","2850-57764","Blue Cloud main","Urban Farm Girlz Sheep Shed",5385.601613,3,0,0,2023
"2850-57901","2850-57771","Blue Cloud main","Cooks",8135.083191,3,0,0,2023
"2850-57901","2850-57938","Blue Cloud main","Make Believe",3928.765414,3,0,0,2023
"2850-57901","2850-57939","Blue Cloud main","Make Believe",3928.765414,13,0,0,2023
"2850-57901","2850-57932","Blue Cloud main","Cooks",8135.083191,4,0,0,2023
"2850-57901","2850-57934","Blue Cloud main","Boyer",4432.865572,10,0,0,2023
"2850-57901","2850-57941","Blue Cloud main","Make Believe",3928.765414,8,0,0,2023
"2850-57901","2850-57943","Blue Cloud main","Struthers round",1317.240399,2,0,0,2023
"2850-57901","2850-57946","Blue Cloud main","Nixon est",451.2314297,4,0,0,2023
"2850-57901","2850-57945","Blue Cloud main","Plumbumpy est",4322.122415,5,0,0,2023
"2850-57901","2850-57950","Blue Cloud main","Speedwell est",2324.039286,7,0,0,2023
"2850-57901","2850-57948","Blue Cloud main","Cooks",8135.083191,8,0,0,2023
"2850-57901","2850-57954","Blue Cloud main","Cathys est",4754.681144,6,0,0,2023
"2850-57901","2850-57956","Blue Cloud main","Karens est",3706.930068,5,0,0,2023
"2850-57901","2850-57978","Blue Cloud main","Red Wagon porch est",3154.328285,1,0,0,2023
"2850-57901","2870-65015","Blue Cloud main","Boyer",4432.865572,6,0,0,2023
"2850-57901","2870-65019","Blue Cloud main","Make Believe",3928.765414,1,0,0,2023
"2850-57901","2850-57931","Blue Cloud main","Cooks",8135.083191,6,0,0,2023
"2850-57901","2850-57952","Blue Cloud main","Jays est",1016.758014,8,0,0,2023
"2850-57901","2850-57687","Blue Cloud main","Boyer",4432.865572,8,0,0,2023
"2640-97548","2850-57688","Blue Cloud main","Boyer",4432.865572,8,0,0,2023
"2640-97548","2850-57853","Blue Cloud main","Cooks",8135.083191,4,0,0,2023
"2640-97548","2850-57878","Blue Cloud main","Make Believe",3928.765414,6,0,0,2023
"2640-97548","2640-97596","Blue Cloud main","Make Believe",3928.765414,5,0,0,2023
"2640-97548","2850-57551","Blue Cloud main","Struthers main",1282.306886,7,0,0,2023
"2640-97548","2850-57629","Blue Cloud main","Urban Farm Girlz Sheep Shed",5385.601613,5,0,0,2023
"2640-97548","2811-06861","Blue Cloud main","Boyer",4432.865572,10,0,0,2023
"2640-97548","2850-57575","Blue Cloud main","Cooks",8135.083191,14,0,0,2023
"2640-97548","2850-57608","Blue Cloud main","Urban Farm Girlz Red Barn",5425.344701,4,0,0,2023
"2640-97548","2850-57685","Blue Cloud main","Boyer",4432.865572,11,0,0,2023
"2640-97548","2850-57683","Blue Cloud main","Struthers main",1282.306886,6,0,0,2023
"2640-97548","2850-57771","Blue Cloud main","Cooks",8135.083191,3,0,0,2023
"2640-97548","2850-57764","Blue Cloud main","Urban Farm Girlz Sheep Shed",5385.601613,3,0,0,2023
"2640-97548","2850-57932","Blue Cloud main","Cooks",8135.083191,4,0,0,2023
"2640-97548","2850-57938","Blue Cloud main","Make Believe",3928.765414,3,0,0,2023
"2640-97548","2850-57934","Blue Cloud main","Boyer",4432.865572,10,0,0,2023
"2640-97548","2850-57943","Blue Cloud main","Struthers round",1317.240399,2,0,0,2023
"2640-97548","2850-57941","Blue Cloud main","Make Believe",3928.765414,8,0,0,2023
"2640-97548","2850-57948","Blue Cloud main","Cooks",8135.083191,8,0,0,2023
"2640-97548","2850-57945","Blue Cloud main","Plumbumpy est",4322.122415,5,0,0,2023
"2640-97548","2850-57939","Blue Cloud main","Make Believe",3928.765414,13,0,0,2023
"2640-97548","2850-57946","Blue Cloud main","Nixon est",451.2314297,4,0,0,2023
"2640-97548","2850-57950","Blue Cloud main","Speedwell est",2324.039286,7,0,0,2023
"2640-97548","2850-57954","Blue Cloud main","Cathys est",4754.681144,6,0,0,2023
"2640-97548","2850-57956","Blue Cloud main","Karens est",3706.930068,5,0,0,2023
"2640-97548","2850-57978","Blue Cloud main","Red Wagon porch est",3154.328285,1,0,0,2023
"2640-97548","2870-65015","Blue Cloud main","Boyer",4432.865572,6,0,0,2023
"2640-97548","2870-65019","Blue Cloud main","Make Believe",3928.765414,1,0,0,2023
"2640-97548","2850-57687","Blue Cloud main","Boyer",4432.865572,8,0,0,2023
"2640-97548","2850-57931","Blue Cloud main","Cooks",8135.083191,6,0,0,2023
"2640-97548","2850-57952","Blue Cloud main","Jays est",1016.758014,8,0,0,2023
"2870-64906","2850-57853","Boyer","Cooks",11757.49343,4,0,0,2023
"2870-64906","2850-57878","Boyer","Make Believe",4212.841149,6,0,0,2023
"2870-64906","2640-97596","Boyer","Make Believe",4212.841149,5,0,0,2023
"2870-64906","2850-57551","Boyer","Struthers main",3150.777513,7,0,0,2023
"2870-64906","2850-57629","Boyer","Urban Farm Girlz Sheep Shed",1535.559226,5,0,0,2023
"2870-64906","2850-57575","Boyer","Cooks",11757.49343,14,0,0,2023
"2870-64906","2850-57608","Boyer","Urban Farm Girlz Red Barn",1553.622187,4,0,0,2023
"2870-64906","2850-57683","Boyer","Struthers main",3150.777513,6,0,0,2023
"2870-64906","2850-57764","Boyer","Urban Farm Girlz Sheep Shed",1535.559226,3,0,0,2023
"2870-64906","2850-57771","Boyer","Cooks",11757.49343,3,0,0,2023
"2870-64906","2850-57869","Boyer","Blue Cloud main",4432.865572,8,0,0,2023
"2870-64906","2850-57871","Boyer","Blue Cloud main",4432.865572,5,0,0,2023
"2870-64906","2850-57928","Boyer","Blue Cloud main",4432.865572,4,0,0,2023
"2870-64906","2850-57932","Boyer","Cooks",11757.49343,4,0,0,2023
"2870-64906","2850-57943","Boyer","Struthers round",3116.434557,2,0,0,2023
"2870-64906","2850-57939","Boyer","Make Believe",4212.841149,13,0,0,2023
"2870-64906","2850-57938","Boyer","Make Believe",4212.841149,3,0,0,2023
"2870-64906","2850-57941","Boyer","Make Believe",4212.841149,8,0,0,2023
"2870-64906","2850-57945","Boyer","Plumbumpy est",1414.317561,5,0,0,2023
"2870-64906","2850-57956","Boyer","Karens est",7670.061205,5,0,0,2023
"2870-64906","2850-57948","Boyer","Cooks",11757.49343,8,0,0,2023
"2870-64906","2850-57950","Boyer","Speedwell est",2103.892922,7,0,0,2023
"2870-64906","2850-57954","Boyer","Cathys est",1321.64081,6,0,0,2023
"2870-64906","2850-57946","Boyer","Nixon est",4199.10799,4,0,0,2023
"2870-64906","2850-57978","Boyer","Red Wagon porch est",1405.996859,1,0,0,2023
"2870-64906","2870-65019","Boyer","Make Believe",4212.841149,1,0,0,2023
"2870-64906","2850-57931","Boyer","Cooks",11757.49343,6,0,0,2023
"2870-64906","2850-57952","Boyer","Jays est",3559.266481,8,0,0,2023
"2850-57686","2850-57853","Boyer","Cooks",11757.49343,4,0,0,2023
"2850-57686","2640-97596","Boyer","Make Believe",4212.841149,5,0,0,2023
"2850-57686","2850-57878","Boyer","Make Believe",4212.841149,6,0,0,2023
"2850-57686","2850-57551","Boyer","Struthers main",3150.777513,7,0,0,2023
"2850-57686","2850-57629","Boyer","Urban Farm Girlz Sheep Shed",1535.559226,5,0,0,2023
"2850-57686","2850-57575","Boyer","Cooks",11757.49343,14,0,0,2023
"2850-57686","2850-57608","Boyer","Urban Farm Girlz Red Barn",1553.622187,4,0,0,2023
"2850-57686","2850-57683","Boyer","Struthers main",3150.777513,6,0,0,2023
"2850-57686","2850-57771","Boyer","Cooks",11757.49343,3,0,0,2023
"2850-57686","2850-57764","Boyer","Urban Farm Girlz Sheep Shed",1535.559226,3,0,0,2023
"2850-57686","2850-57869","Boyer","Blue Cloud main",4432.865572,8,0,0,2023
"2850-57686","2850-57871","Boyer","Blue Cloud main",4432.865572,5,0,0,2023
"2850-57686","2850-57928","Boyer","Blue Cloud main",4432.865572,4,0,0,2023
"2850-57686","2850-57941","Boyer","Make Believe",4212.841149,8,0,0,2023
"2850-57686","2850-57932","Boyer","Cooks",11757.49343,4,0,0,2023
"2850-57686","2850-57939","Boyer","Make Believe",4212.841149,13,0,0,2023
"2850-57686","2850-57948","Boyer","Cooks",11757.49343,8,0,0,2023
"2850-57686","2850-57938","Boyer","Make Believe",4212.841149,3,0,0,2023
"2850-57686","2850-57943","Boyer","Struthers round",3116.434557,2,0,0,2023
"2850-57686","2850-57946","Boyer","Nixon est",4199.10799,4,0,0,2023
"2850-57686","2850-57945","Boyer","Plumbumpy est",1414.317561,5,0,0,2023
"2850-57686","2850-57950","Boyer","Speedwell est",2103.892922,7,0,0,2023
"2850-57686","2850-57954","Boyer","Cathys est",1321.64081,6,0,0,2023
"2850-57686","2850-57956","Boyer","Karens est",7670.061205,5,0,0,2023
"2850-57686","2850-57978","Boyer","Red Wagon porch est",1405.996859,1,0,0,2023
"2850-57686","2870-65019","Boyer","Make Believe",4212.841149,1,0,0,2023
"2850-57686","2850-57952","Boyer","Jays est",3559.266481,8,0,0,2023
"2850-57686","2850-57931","Boyer","Cooks",11757.49343,6,0,0,2023
"2811-83229","2640-97596","Jays est","Make Believe",3104.670145,5,0,0,2023
"2811-83229","2850-57878","Jays est","Make Believe",3104.670145,6,0,0,2023
"2811-83229","2850-57551","Jays est","Struthers main",499.3814932,7,0,0,2023
"2811-83229","2850-57629","Jays est","Urban Farm Girlz Sheep Shed",4680.237414,5,0,0,2023
"2811-83229","2811-06861","Jays est","Boyer",3559.266481,10,0,0,2023
"2811-83229","2850-57575","Jays est","Cooks",8518.517871,14,0,0,2023
"2811-83229","2850-57608","Jays est","Urban Farm Girlz Red Barn",4717.748442,4,0,0,2023
"2811-83229","2850-57683","Jays est","Struthers main",499.3814932,6,0,0,2023
"2811-83229","2850-57685","Jays est","Boyer",3559.266481,11,0,0,2023
"2811-83229","2850-57764","Jays est","Urban Farm Girlz Sheep Shed",4680.237414,3,0,0,2023
"2811-83229","2850-57771","Jays est","Cooks",8518.517871,3,0,0,2023
"2811-83229","2850-57869","Jays est","Blue Cloud main",1016.758014,8,0,0,2023
"2811-83229","2850-57871","Jays est","Blue Cloud main",1016.758014,5,0,0,2023
"2811-83229","2850-57928","Jays est","Blue Cloud main",1016.758014,4,0,0,2023
"2811-83229","2850-57932","Jays est","Cooks",8518.517871,4,0,0,2023
"2811-83229","2850-57934","Jays est","Boyer",3559.266481,10,0,0,2023
"2811-83229","2850-57939","Jays est","Make Believe",3104.670145,13,0,0,2023
"2811-83229","2850-57938","Jays est","Make Believe",3104.670145,3,0,0,2023
"2811-83229","2850-57941","Jays est","Make Believe",3104.670145,8,0,0,2023
"2811-83229","2850-57943","Jays est","Struthers round",557.3733658,2,0,0,2023
"2811-83229","2850-57948","Jays est","Cooks",8518.517871,8,0,0,2023
"2811-83229","2850-57945","Jays est","Plumbumpy est",3693.10852,5,0,0,2023
"2811-83229","2850-57950","Jays est","Speedwell est",1507.159313,7,0,0,2023
"2811-83229","2850-57954","Jays est","Cathys est",3752.774519,6,0,0,2023
"2811-83229","2850-57946","Jays est","Nixon est",652.377305,4,0,0,2023
"2811-83229","2850-57978","Jays est","Red Wagon porch est",2418.784012,1,0,0,2023
"2811-83229","2850-57956","Jays est","Karens est",4210.393452,5,0,0,2023
"2811-83229","2870-65015","Jays est","Boyer",3559.266481,6,0,0,2023
"2811-83229","2870-65019","Jays est","Make Believe",3104.670145,1,0,0,2023
"2811-83229","2850-57687","Jays est","Boyer",3559.266481,8,0,0,2023
"2811-83229","2850-57931","Jays est","Cooks",8518.517871,6,0,0,2023
"2850-57677","2850-57878","Karens est","Make Believe",4897.580448,6,0,0,2023
"2850-57677","2640-97596","Karens est","Make Believe",4897.580448,5,0,0,2023
"2850-57677","2850-57551","Karens est","Struthers main",4702.614612,7,0,0,2023
"2850-57677","2811-06861","Karens est","Boyer",7670.061205,10,0,0,2023
"2850-57677","2850-57629","Karens est","Urban Farm Girlz Sheep Shed",8892.586888,5,0,0,2023
"2850-57677","2850-57575","Karens est","Cooks",4427.496664,14,0,0,2023
"2850-57677","2850-57608","Karens est","Urban Farm Girlz Red Barn",8929.496306,4,0,0,2023
"2850-57677","2850-57685","Karens est","Boyer",7670.061205,11,0,0,2023
"2850-57677","2850-57683","Karens est","Struthers main",4702.614612,6,0,0,2023
"2850-57677","2850-57869","Karens est","Blue Cloud main",3706.930068,8,0,0,2023
"2850-57677","2850-57771","Karens est","Cooks",4427.496664,3,0,0,2023
"2850-57677","2850-57764","Karens est","Urban Farm Girlz Sheep Shed",8892.586888,3,0,0,2023
"2850-57677","2850-57871","Karens est","Blue Cloud main",3706.930068,5,0,0,2023
"2850-57677","2850-57934","Karens est","Boyer",7670.061205,10,0,0,2023
"2850-57677","2850-57939","Karens est","Make Believe",4897.580448,13,0,0,2023
"2850-57677","2850-57928","Karens est","Blue Cloud main",3706.930068,4,0,0,2023
"2850-57677","2850-57932","Karens est","Cooks",4427.496664,4,0,0,2023
"2850-57677","2850-57946","Karens est","Nixon est",3689.768224,4,0,0,2023
"2850-57677","2850-57941","Karens est","Make Believe",4897.580448,8,0,0,2023
"2850-57677","2850-57945","Karens est","Plumbumpy est",7907.5806,5,0,0,2023
"2850-57677","2850-57938","Karens est","Make Believe",4897.580448,3,0,0,2023
"2850-57677","2850-57943","Karens est","Struthers round",4756.860343,2,0,0,2023
"2850-57677","2850-57950","Karens est","Speedwell est",5716.249019,7,0,0,2023
"2850-57677","2850-57954","Karens est","Cathys est",7495.612267,6,0,0,2023
"2850-57677","2850-57948","Karens est","Cooks",4427.496664,8,0,0,2023
"2850-57677","2850-57978","Karens est","Red Wagon porch est",6634.506817,1,0,0,2023
"2850-57677","2870-65015","Karens est","Boyer",7670.061205,6,0,0,2023
"2850-57677","2870-65019","Karens est","Make Believe",4897.580448,1,0,0,2023
"2850-57677","2850-57687","Karens est","Boyer",7670.061205,8,0,0,2023
"2850-57677","2850-57952","Karens est","Jays est",4210.393452,8,0,0,2023
"2850-57677","2850-57931","Karens est","Cooks",4427.496664,6,0,0,2023
"2350-21085","2850-57551","Make Believe","Struthers main",3336.249381,7,0,0,2023
"2350-21085","2850-57629","Make Believe","Urban Farm Girlz Sheep Shed",5761.465774,5,0,0,2023
"2350-21085","2811-06861","Make Believe","Boyer",4212.841149,10,0,0,2023
"2350-21085","2850-57575","Make Believe","Cooks",8134.783478,14,0,0,2023
"2350-21085","2850-57608","Make Believe","Urban Farm Girlz Red Barn",5781.976718,4,0,0,2023
"2350-21085","2850-57685","Make Believe","Boyer",4212.841149,11,0,0,2023
"2350-21085","2850-57683","Make Believe","Struthers main",3336.249381,6,0,0,2023
"2350-21085","2850-57764","Make Believe","Urban Farm Girlz Sheep Shed",5761.465774,3,0,0,2023
"2350-21085","2850-57869","Make Believe","Blue Cloud main",3928.765414,8,0,0,2023
"2350-21085","2850-57871","Make Believe","Blue Cloud main",3928.765414,5,0,0,2023
