"Band_dad","Band_mom","building_dad","building_mom","dist","pat.clutch.size","fert","prop.fert","year"
"2870-65001","2850-57650","Schaaps","CHR",10327.46931,7,0,0,2022
"2870-65001","2850-57735","Schaaps","CHR",10327.46931,5,0,0,2022
"2870-65001","2850-57649","Schaaps","CHR",10327.46931,8,0,0,2022
"2870-65001","2850-57588","Schaaps","CHR",10327.46931,4,0,0,2022
"2870-65001","2850-57571","Schaaps","CHR",10327.46931,4,0,0,2022
"2870-65001","2850-57652","Schaaps","CHR",10327.46931,6,0,0,2022
"2870-65001","2850-57670","Schaaps","CHR",10327.46931,5,0,0,2022
"2870-65001","2850-57746","Schaaps","CHR",10327.46931,7,0,0,2022
"2870-65001","2850-57730","Schaaps","CHR",10327.46931,9,0,0,2022
"2870-65001","2850-57656","Schaaps","CHR",10327.46931,5,0,0,2022
"2870-65001","2811-38984","Schaaps","CHR",10327.46931,7,0,0,2022
"2870-65001","2850-57654","Schaaps","CHR",10327.46931,4,0,0,2022
"2870-65001","2850-57568","Schaaps","CHR",10327.46931,7,0,0,2022
"2870-65001","2850-57583","Schaaps","CHR",10327.46931,8,0,0,2022
"2870-65001","2850-57879","Schaaps","CHR",10327.46931,8,0,0,2022
"2870-65001","2850-57883","Schaaps","CHR",10327.46931,8,0,0,2022
"2870-65001","2870-65003","Schaaps","CHR",10327.46931,5,0,0,2022
"2870-65001","2850-57846","Schaaps","CHR",10327.46931,6,0,0,2022
"2870-65001","2870-64909","Schaaps","CHR",10327.46931,4,0,0,2022
"2870-65001","2850-57648","Schaaps","CHR",10327.46931,4,0,0,2022
"2870-65001","2850-57609","Schaaps","Cooks",14316.31219,5,0,0,2022
"2870-65001","2850-57637","Schaaps","Cooks",14316.31219,1,0,0,2022
"2870-65001","Cooks-13_UNS","Schaaps","Cooks",14316.31219,4,0,0,2022
"2870-65001","2850-57575","Schaaps","Cooks",14316.31219,4,0,0,2022
"2870-65001","2850-57672","Schaaps","Cooks",14316.31219,4,0,0,2022
"2870-65001","2850-57664","Schaaps","Cooks",14316.31219,3,0,0,2022
"2870-65001","2850-57700","Schaaps","Cooks",14316.31219,4,0,0,2022
"2870-65001","2850-57663","Schaaps","Cooks",14316.31219,7,0,0,2022
"2870-65001","2850-57853","Schaaps","Cooks",14316.31219,10,0,0,2022
"2870-65001","2850-57661","Schaaps","Karens est",9885.553335,3,0,0,2022
"2870-65001","2850-57874","Schaaps","Make Believe",8944.936855,2,0,0,2022
"2870-65001","2811-83207","Schaaps","Dome House est",4748.689964,4,0,0,2022
"2870-65001","2850-57878","Schaaps","Make Believe",8944.936855,3,0,0,2022
"2870-65001","2850-57576","Schaaps","Make Believe",8944.936855,6,0,0,2022
"2870-65001","2850-57550","Schaaps","Mary Anns est",7017.188766,3,0,0,2022
"2870-65001","2850-57872","Schaaps","Make Believe",8944.936855,8,0,0,2022
"2870-65001","2640-97596","Schaaps","Make Believe",8944.936855,10,0,0,2022
"2870-65001","2850-57692","Schaaps","Martes est",5245.804396,6,0,0,2022
"2870-65001","2850-57635","Schaaps","Make Believe",8944.936855,8,0,0,2022
"2870-65001","2850-57640","Schaaps","McCauley est",7275.84501,6,0,0,2022
"2870-65001","2850-57608","Schaaps","Urban Farm Girlz Sheep Shed",4582.444628,3,0,0,2022
"2870-65001","2850-57551","Schaaps","Struthers main",5896.626973,10,0,0,2022
"2870-65001","2850-57698","Schaaps","Speedwell est",5484.753839,4,0,0,2022
"2870-65001","2850-57645","Schaaps","Struthers main",5896.626973,4,0,0,2022
"2870-65001","2850-57753","Schaaps","McCauley est",7275.84501,4,0,0,2022
"2870-65001","2850-57629","Schaaps","Urban Farm Girlz Sheep Shed",4582.444628,7,0,0,2022
"2850-57607","2850-57667","Schaaps","Cathys est",6915.132474,1,0,0,2022
"2850-57607","2850-57869","Schaaps","Blue Cloud main",6302.735018,6,0,0,2022
"2850-57607","2850-57688","Schaaps","Boyer",5585.679033,5,0,0,2022
"2850-57607","2850-57870","Schaaps","Blue Cloud Middle Shed",6335.802989,1,0,0,2022
"2850-57607","2850-57612","Schaaps","Blue Cloud main",6302.735018,10,0,0,2022
"2850-57607","2850-57572","Schaaps","Blue Cloud main",6302.735018,5,0,0,2022
"2850-57607","2850-57685","Schaaps","Boyer",5585.679033,2,0,0,2022
"2850-57607","2850-57871","Schaaps","Blue Cloud main",6302.735018,6,0,0,2022
"2850-57607","2850-57585","Schaaps","CHR",10327.46931,5,0,0,2022
"2850-57607","2640-97358","Schaaps","CHR",10327.46931,7,0,0,2022
"2850-57607","2850-57650","Schaaps","CHR",10327.46931,7,0,0,2022
"2850-57607","2640-97331","Schaaps","CHR",10327.46931,8,0,0,2022
"2850-57607","2850-57735","Schaaps","CHR",10327.46931,5,0,0,2022
"2850-57607","2850-57736","Schaaps","CHR",10327.46931,5,0,0,2022
"2850-57607","2850-57588","Schaaps","CHR",10327.46931,4,0,0,2022
"2850-57607","2850-57649","Schaaps","CHR",10327.46931,8,0,0,2022
"2850-57607","2850-57571","Schaaps","CHR",10327.46931,4,0,0,2022
"2850-57607","2850-57652","Schaaps","CHR",10327.46931,6,0,0,2022
"2850-57607","2850-57654","Schaaps","CHR",10327.46931,4,0,0,2022
"2850-57607","2850-57670","Schaaps","CHR",10327.46931,5,0,0,2022
"2850-57607","2850-57746","Schaaps","CHR",10327.46931,7,0,0,2022
"2850-57607","2850-57730","Schaaps","CHR",10327.46931,9,0,0,2022
"2850-57607","2850-57583","Schaaps","CHR",10327.46931,8,0,0,2022
"2850-57607","2850-57883","Schaaps","CHR",10327.46931,8,0,0,2022
"2850-57607","2850-57568","Schaaps","CHR",10327.46931,7,0,0,2022
"2850-57607","2850-57656","Schaaps","CHR",10327.46931,5,0,0,2022
"2850-57607","2850-57879","Schaaps","CHR",10327.46931,8,0,0,2022
"2850-57607","2870-65003","Schaaps","CHR",10327.46931,5,0,0,2022
"2850-57607","2850-57846","Schaaps","CHR",10327.46931,6,0,0,2022
"2850-57607","2850-57648","Schaaps","CHR",10327.46931,4,0,0,2022
"2850-57607","2811-38984","Schaaps","CHR",10327.46931,7,0,0,2022
"2850-57607","2870-64909","Schaaps","CHR",10327.46931,4,0,0,2022
"2850-57607","2850-57637","Schaaps","Cooks",14316.31219,1,0,0,2022
"2850-57607","Cooks-13_UNS","Schaaps","Cooks",14316.31219,4,0,0,2022
"2850-57607","2850-57672","Schaaps","Cooks",14316.31219,4,0,0,2022
"2850-57607","2850-57664","Schaaps","Cooks",14316.31219,3,0,0,2022
"2850-57607","2850-57575","Schaaps","Cooks",14316.31219,4,0,0,2022
"2850-57607","2850-57609","Schaaps","Cooks",14316.31219,5,0,0,2022
"2850-57607","2850-57853","Schaaps","Cooks",14316.31219,10,0,0,2022
"2850-57607","2850-57663","Schaaps","Cooks",14316.31219,7,0,0,2022
"2850-57607","2850-57661","Schaaps","Karens est",9885.553335,3,0,0,2022
"2850-57607","2811-83207","Schaaps","Dome House est",4748.689964,4,0,0,2022
"2850-57607","2850-57872","Schaaps","Make Believe",8944.936855,8,0,0,2022
"2850-57607","2850-57874","Schaaps","Make Believe",8944.936855,2,0,0,2022
"2850-57607","2850-57700","Schaaps","Cooks",14316.31219,4,0,0,2022
"2850-57607","2850-57692","Schaaps","Martes est",5245.804396,6,0,0,2022
"2850-57607","2850-57576","Schaaps","Make Believe",8944.936855,6,0,0,2022
"2850-57607","2850-57878","Schaaps","Make Believe",8944.936855,3,0,0,2022
"2850-57607","2640-97596","Schaaps","Make Believe",8944.936855,10,0,0,2022
"2850-57607","2850-57635","Schaaps","Make Believe",8944.936855,8,0,0,2022
"2850-57607","2850-57698","Schaaps","Speedwell est",5484.753839,4,0,0,2022
"2850-57607","2850-57550","Schaaps","Mary Anns est",7017.188766,3,0,0,2022
"2850-57607","2850-57608","Schaaps","Urban Farm Girlz Sheep Shed",4582.444628,3,0,0,2022
"2850-57607","2850-57753","Schaaps","McCauley est",7275.84501,4,0,0,2022
"2850-57607","2850-57551","Schaaps","Struthers main",5896.626973,10,0,0,2022
"2850-57607","2850-57645","Schaaps","Struthers main",5896.626973,4,0,0,2022
"2850-57607","2850-57640","Schaaps","McCauley est",7275.84501,6,0,0,2022
"2850-57607","2850-57629","Schaaps","Urban Farm Girlz Sheep Shed",4582.444628,7,0,0,2022
"2850-57642","2850-57612","Sol y Sombra est","Blue Cloud main",9138.03965,10,0,0,2022
"2850-57642","2850-57869","Sol y Sombra est","Blue Cloud main",9138.03965,6,0,0,2022
"2850-57642","2850-57572","Sol y Sombra est","Blue Cloud main",9138.03965,5,0,0,2022
"2850-57642","2850-57688","Sol y Sombra est","Boyer",12579.88142,5,0,0,2022
"2850-57642","2850-57667","Sol y Sombra est","Cathys est",12041.43977,1,0,0,2022
"2850-57642","2850-57870","Sol y Sombra est","Blue Cloud Middle Shed",9130.390141,1,0,0,2022
"2850-57642","2850-57871","Sol y Sombra est","Blue Cloud main",9138.03965,6,0,0,2022
"2850-57642","2850-57650","Sol y Sombra est","CHR",5012.824714,7,0,0,2022
"2850-57642","2850-57685","Sol y Sombra est","Boyer",12579.88142,2,0,0,2022
"2850-57642","2850-57585","Sol y Sombra est","CHR",5012.824714,5,0,0,2022
"2850-57642","2640-97331","Sol y Sombra est","CHR",5012.824714,8,0,0,2022
"2850-57642","2640-97358","Sol y Sombra est","CHR",5012.824714,7,0,0,2022
"2850-57642","2850-57735","Sol y Sombra est","CHR",5012.824714,5,0,0,2022
"2850-57642","2850-57736","Sol y Sombra est","CHR",5012.824714,5,0,0,2022
"2850-57642","2850-57649","Sol y Sombra est","CHR",5012.824714,8,0,0,2022
"2850-57642","2850-57670","Sol y Sombra est","CHR",5012.824714,5,0,0,2022
"2850-57642","2850-57654","Sol y Sombra est","CHR",5012.824714,4,0,0,2022
"2850-57642","2850-57746","Sol y Sombra est","CHR",5012.824714,7,0,0,2022
"2850-57642","2850-57656","Sol y Sombra est","CHR",5012.824714,5,0,0,2022
"2850-57642","2850-57571","Sol y Sombra est","CHR",5012.824714,4,0,0,2022
"2850-57642","2850-57588","Sol y Sombra est","CHR",5012.824714,4,0,0,2022
"2850-57642","2850-57652","Sol y Sombra est","CHR",5012.824714,6,0,0,2022
"2850-57642","2850-57730","Sol y Sombra est","CHR",5012.824714,9,0,0,2022
"2850-57642","2850-57568","Sol y Sombra est","CHR",5012.824714,7,0,0,2022
"2850-57642","2850-57583","Sol y Sombra est","CHR",5012.824714,8,0,0,2022
"2850-57642","2850-57883","Sol y Sombra est","CHR",5012.824714,8,0,0,2022
"2850-57642","2850-57879","Sol y Sombra est","CHR",5012.824714,8,0,0,2022
"2850-57642","2850-57846","Sol y Sombra est","CHR",5012.824714,6,0,0,2022
"2850-57642","2850-57648","Sol y Sombra est","CHR",5012.824714,4,0,0,2022
"2850-57642","2870-65003","Sol y Sombra est","CHR",5012.824714,5,0,0,2022
"2850-57642","2811-38984","Sol y Sombra est","CHR",5012.824714,7,0,0,2022
"2850-57642","2870-64909","Sol y Sombra est","CHR",5012.824714,4,0,0,2022
"2850-57642","2850-57575","Sol y Sombra est","Cooks",1132.213772,4,0,0,2022
"2850-57642","2850-57637","Sol y Sombra est","Cooks",1132.213772,1,0,0,2022
"2850-57642","2850-57609","Sol y Sombra est","Cooks",1132.213772,5,0,0,2022
"2850-57642","Cooks-13_UNS","Sol y Sombra est","Cooks",1132.213772,4,0,0,2022
"2850-57642","2850-57672","Sol y Sombra est","Cooks",1132.213772,4,0,0,2022
"2850-57642","2850-57700","Sol y Sombra est","Cooks",1132.213772,4,0,0,2022
"2850-57642","2850-57663","Sol y Sombra est","Cooks",1132.213772,7,0,0,2022
"2850-57642","2811-83207","Sol y Sombra est","Dome House est",13840.90913,4,0,0,2022
"2850-57642","2850-57664","Sol y Sombra est","Cooks",1132.213772,3,0,0,2022
"2850-57642","2850-57576","Sol y Sombra est","Make Believe",8782.200062,6,0,0,2022
"2850-57642","2850-57661","Sol y Sombra est","Karens est",5468.059933,3,0,0,2022
"2850-57642","2850-57874","Sol y Sombra est","Make Believe",8782.200062,2,0,0,2022
"2850-57642","2850-57853","Sol y Sombra est","Cooks",1132.213772,10,0,0,2022
"2850-57642","2850-57878","Sol y Sombra est","Make Believe",8782.200062,3,0,0,2022
"2850-57642","2850-57640","Sol y Sombra est","McCauley est",8077.915163,6,0,0,2022
"2850-57642","2850-57550","Sol y Sombra est","Mary Anns est",11846.77056,3,0,0,2022
"2850-57642","2640-97596","Sol y Sombra est","Make Believe",8782.200062,10,0,0,2022
"2850-57642","2850-57692","Sol y Sombra est","Martes est",13167.93431,6,0,0,2022
"2850-57642","2850-57872","Sol y Sombra est","Make Believe",8782.200062,8,0,0,2022
"2850-57642","2850-57635","Sol y Sombra est","Make Believe",8782.200062,8,0,0,2022
"2850-57642","2850-57645","Sol y Sombra est","Struthers main",9963.437346,4,0,0,2022
"2850-57642","2850-57753","Sol y Sombra est","McCauley est",8077.915163,4,0,0,2022
"2850-57642","2850-57551","Sol y Sombra est","Struthers main",9963.437346,10,0,0,2022
"2850-57642","2850-57698","Sol y Sombra est","Speedwell est",10876.12541,4,0,0,2022
"2850-57642","2850-57608","Sol y Sombra est","Urban Farm Girlz Sheep Shed",13978.54564,3,0,0,2022
"2850-57642","2850-57629","Sol y Sombra est","Urban Farm Girlz Sheep Shed",13978.54564,7,0,0,2022
"2850-57699","2850-57612","Speedwell est","Blue Cloud main",2324.039286,10,0,0,2022
"2850-57699","2850-57572","Speedwell est","Blue Cloud main",2324.039286,5,0,0,2022
"2850-57699","2850-57869","Speedwell est","Blue Cloud main",2324.039286,6,0,0,2022
"2850-57699","2850-57870","Speedwell est","Blue Cloud Middle Shed",2290.354762,1,0,0,2022
"2850-57699","2640-97358","Speedwell est","CHR",6015.097136,7,0,0,2022
"2850-57699","2850-57685","Speedwell est","Boyer",2103.892922,2,0,0,2022
"2850-57699","2850-57688","Speedwell est","Boyer",2103.892922,5,0,0,2022
"2850-57699","2850-57650","Speedwell est","CHR",6015.097136,7,0,0,2022
"2850-57699","2850-57667","Speedwell est","Cathys est",2613.652419,1,0,0,2022
"2850-57699","2850-57871","Speedwell est","Blue Cloud main",2324.039286,6,0,0,2022
"2850-57699","2850-57735","Speedwell est","CHR",6015.097136,5,0,0,2022
"2850-57699","2850-57736","Speedwell est","CHR",6015.097136,5,0,0,2022
"2850-57699","2850-57585","Speedwell est","CHR",6015.097136,5,0,0,2022
"2850-57699","2640-97331","Speedwell est","CHR",6015.097136,8,0,0,2022
"2850-57699","2850-57649","Speedwell est","CHR",6015.097136,8,0,0,2022
"2850-57699","2850-57588","Speedwell est","CHR",6015.097136,4,0,0,2022
"2850-57699","2850-57656","Speedwell est","CHR",6015.097136,5,0,0,2022
"2850-57699","2850-57571","Speedwell est","CHR",6015.097136,4,0,0,2022
"2850-57699","2850-57652","Speedwell est","CHR",6015.097136,6,0,0,2022
"2850-57699","2850-57568","Speedwell est","CHR",6015.097136,7,0,0,2022
"2850-57699","2850-57654","Speedwell est","CHR",6015.097136,4,0,0,2022
"2850-57699","2850-57746","Speedwell est","CHR",6015.097136,7,0,0,2022
"2850-57699","2850-57730","Speedwell est","CHR",6015.097136,9,0,0,2022
"2850-57699","2850-57670","Speedwell est","CHR",6015.097136,5,0,0,2022
"2850-57699","2811-38984","Speedwell est","CHR",6015.097136,7,0,0,2022
"2850-57699","2850-57583","Speedwell est","CHR",6015.097136,8,0,0,2022
"2850-57699","2850-57883","Speedwell est","CHR",6015.097136,8,0,0,2022
"2850-57699","2850-57879","Speedwell est","CHR",6015.097136,8,0,0,2022
"2850-57699","2850-57846","Speedwell est","CHR",6015.097136,6,0,0,2022
"2850-57699","2850-57575","Speedwell est","Cooks",9974.089273,4,0,0,2022
"2850-57699","2850-57648","Speedwell est","CHR",6015.097136,4,0,0,2022
"2850-57699","2870-65003","Speedwell est","CHR",6015.097136,5,0,0,2022
"2850-57699","2870-64909","Speedwell est","CHR",6015.097136,4,0,0,2022
"2850-57699","2850-57637","Speedwell est","Cooks",9974.089273,1,0,0,2022
"2850-57699","2850-57878","Speedwell est","Make Believe",3455.712605,3,0,0,2022
"2850-57699","2850-57609","Speedwell est","Cooks",9974.089273,5,0,0,2022
"2850-57699","Cooks-13_UNS","Speedwell est","Cooks",9974.089273,4,0,0,2022
"2850-57699","2850-57663","Speedwell est","Cooks",9974.089273,7,0,0,2022
"2850-57699","2850-57661","Speedwell est","Karens est",5716.249019,3,0,0,2022
"2850-57699","2850-57853","Speedwell est","Cooks",9974.089273,10,0,0,2022
"2850-57699","2850-57672","Speedwell est","Cooks",9974.089273,4,0,0,2022
"2850-57699","2850-57664","Speedwell est","Cooks",9974.089273,3,0,0,2022
"2850-57699","2850-57874","Speedwell est","Make Believe",3455.712605,2,0,0,2022
"2850-57699","2850-57576","Speedwell est","Make Believe",3455.712605,6,0,0,2022
"2850-57699","2850-57700","Speedwell est","Cooks",9974.089273,4,0,0,2022
"2850-57699","2811-83207","Speedwell est","Dome House est",3067.485267,4,0,0,2022
"2850-57699","2850-57872","Speedwell est","Make Believe",3455.712605,8,0,0,2022
"2850-57699","2850-57640","Speedwell est","McCauley est",3681.811911,6,0,0,2022
"2850-57699","2640-97596","Speedwell est","Make Believe",3455.712605,10,0,0,2022
"2850-57699","2850-57635","Speedwell est","Make Believe",3455.712605,8,0,0,2022
"2850-57699","2850-57692","Speedwell est","Martes est",2538.549595,6,0,0,2022
"2850-57699","2850-57550","Speedwell est","Mary Anns est",2560.057398,3,0,0,2022
"2850-57699","2850-57645","Speedwell est","Struthers main",1052.137445,4,0,0,2022
"2850-57699","2850-57608","Speedwell est","Urban Farm Girlz Sheep Shed",3172.886591,3,0,0,2022
"2850-57699","2850-57753","Speedwell est","McCauley est",3681.811911,4,0,0,2022
"2850-57699","2850-57551","Speedwell est","Struthers main",1052.137445,10,0,0,2022
"2850-57699","2850-57629","Speedwell est","Urban Farm Girlz Sheep Shed",3172.886591,7,0,0,2022
"2850-57674","2850-57572","Struthers main","Blue Cloud main",1282.306886,5,0,0,2022
"2850-57674","2850-57869","Struthers main","Blue Cloud main",1282.306886,6,0,0,2022
"2850-57674","2850-57612","Struthers main","Blue Cloud main",1282.306886,10,0,0,2022
"2850-57674","2850-57870","Struthers main","Blue Cloud Middle Shed",1242.344394,1,0,0,2022
"2850-57674","2850-57871","Struthers main","Blue Cloud main",1282.306886,6,0,0,2022
"2850-57674","2850-57585","Struthers main","CHR",5026.901367,5,0,0,2022
"2850-57674","2850-57650","Struthers main","CHR",5026.901367,7,0,0,2022
"2850-57674","2850-57667","Struthers main","Cathys est",3488.116073,1,0,0,2022
"2850-57674","2640-97331","Struthers main","CHR",5026.901367,8,0,0,2022
"2850-57674","2850-57688","Struthers main","Boyer",3150.777513,5,0,0,2022
"2850-57674","2850-57685","Struthers main","Boyer",3150.777513,2,0,0,2022
"2850-57674","2640-97358","Struthers main","CHR",5026.901367,7,0,0,2022
"2850-57674","2850-57735","Struthers main","CHR",5026.901367,5,0,0,2022
"2850-57674","2850-57588","Struthers main","CHR",5026.901367,4,0,0,2022
"2850-57674","2850-57649","Struthers main","CHR",5026.901367,8,0,0,2022
"2850-57674","2850-57736","Struthers main","CHR",5026.901367,5,0,0,2022
"2850-57674","2850-57652","Struthers main","CHR",5026.901367,6,0,0,2022
"2850-57674","2850-57883","Struthers main","CHR",5026.901367,8,0,0,2022
"2850-57674","2850-57654","Struthers main","CHR",5026.901367,4,0,0,2022
"2850-57674","2850-57746","Struthers main","CHR",5026.901367,7,0,0,2022
"2850-57674","2850-57571","Struthers main","CHR",5026.901367,4,0,0,2022
"2850-57674","2850-57583","Struthers main","CHR",5026.901367,8,0,0,2022
"2850-57674","2850-57670","Struthers main","CHR",5026.901367,5,0,0,2022
"2850-57674","2850-57656","Struthers main","CHR",5026.901367,5,0,0,2022
"2850-57674","2850-57568","Struthers main","CHR",5026.901367,7,0,0,2022
"2850-57674","2850-57730","Struthers main","CHR",5026.901367,9,0,0,2022
"2850-57674","2850-57846","Struthers main","CHR",5026.901367,6,0,0,2022
"2850-57674","2850-57879","Struthers main","CHR",5026.901367,8,0,0,2022
"2850-57674","2811-38984","Struthers main","CHR",5026.901367,7,0,0,2022
"2850-57674","2870-64909","Struthers main","CHR",5026.901367,4,0,0,2022
"2850-57674","2850-57609","Struthers main","Cooks",9026.103113,5,0,0,2022
"2850-57674","2850-57648","Struthers main","CHR",5026.901367,4,0,0,2022
"2850-57674","2870-65003","Struthers main","CHR",5026.901367,5,0,0,2022
"2850-57674","2850-57575","Struthers main","Cooks",9026.103113,4,0,0,2022
"2850-57674","2850-57637","Struthers main","Cooks",9026.103113,1,0,0,2022
"2850-57674","Cooks-13_UNS","Struthers main","Cooks",9026.103113,4,0,0,2022
"2850-57674","2811-83207","Struthers main","Dome House est",4105.80886,4,0,0,2022
"2850-57674","2850-57663","Struthers main","Cooks",9026.103113,7,0,0,2022
"2850-57674","2850-57874","Struthers main","Make Believe",3336.249381,2,0,0,2022
"2850-57674","2850-57853","Struthers main","Cooks",9026.103113,10,0,0,2022
"2850-57674","2850-57664","Struthers main","Cooks",9026.103113,3,0,0,2022
