"female","male","pairwise","attempt1","barn","nest","location1","soc.pair","total.dur","process.dist.m","dur.fertile","ci.diff","rest.SI.chr","clutch_id_merge","clutch_match","fert_type","shared_fert","pat.clutch.size","bin_fert"
"2811-38984","2850-57669","2811-38984_2850-57669","2","CHR","102","CHR-102",0,11,1.893100505,9,2,0.296774193548387,"CHR_102_2",1,NA,0,4,"no"
"2811-38984","2850-57669","2811-38984_2850-57669","1","CHR","102","CHR-102",0,0,1.893100505,0,15,0.229032258064516,"CHR_102_1",1,NA,0,3,"no"
"2811-38984","2850-57671","2811-38984_2850-57671","2","CHR","102","CHR-102",0,11,16.60764839,0,-30,0.319354838709677,"CHR_102_2",1,NA,0,4,"no"
"2811-38984","2850-57671","2811-38984_2850-57671","1","CHR","102","CHR-102",0,0,16.60764839,0,19,0.229032258064516,"CHR_102_1",1,NA,0,3,"no"
"2811-38984","2850-57731","2811-38984_2850-57731","1","CHR","102","CHR-102",0,11,1.577070176,8,-3,0.203225806451613,"CHR_102_1",1,NA,0,3,"no"
"2811-38984","2850-57731","2811-38984_2850-57731","2","CHR","102","CHR-102",0,11,3.616180933,7,-3,0.296774193548387,"CHR_102_2",1,NA,0,4,"no"
"2811-38984","2850-57733","2811-38984_2850-57733","2","CHR","102","CHR-102",0,11,8.971697229,1,-9,0.316129032258064,"CHR_102_2",1,NA,0,4,"no"
"2811-38984","2850-57733","2811-38984_2850-57733","1","CHR","102","CHR-102",0,0,8.971697229,0,40,0.229032258064516,"CHR_102_1",1,NA,0,3,"no"
"2811-38984","2850-57742","2811-38984_2850-57742","1","CHR","102","CHR-102",0,6,3.26345876,6,5,0.209677419354839,"CHR_102_1",1,NA,0,3,"no"
"2811-38984","2850-57742","2811-38984_2850-57742","2","CHR","102","CHR-102",0,11,4.15144640518182,9,2,0.290322580645161,"CHR_102_2",1,NA,0,4,"no"
"2811-38984","2850-57744","2811-38984_2850-57744","2","CHR","102","CHR-102",0,11,13.49224612,0,-26,0.319354838709677,"CHR_102_2",1,NA,0,4,"no"
"2811-38984","2850-57744","2811-38984_2850-57744","1","CHR","102","CHR-102",0,0,13.49224612,0,23,0.229032258064516,"CHR_102_1",1,NA,0,3,"no"
"2811-38984","2850-57745","2811-38984_2850-57745","1","CHR","102","CHR-102",0,1,12.4311523,1,10,0.225806451612903,"CHR_102_1",1,NA,0,3,"no"
"2811-38984","2850-57745","2811-38984_2850-57745","2","CHR","102","CHR-102",0,11,11.83520927,5,-4,0.303225806451613,"CHR_102_2",1,NA,0,4,"no"
"2811-38984","2850-57806","2811-38984_2850-57806","1","CHR","102","CHR-102",0,9,7.166145998,9,2,0.2,"CHR_102_1",1,NA,0,3,"no"
"2811-38984","2850-57806","2811-38984_2850-57806","2","CHR","102","CHR-102",0,12,7.93731493,6,5,0.3,"CHR_102_2",1,NA,0,4,"no"
"2811-38984","2850-57808","2811-38984_2850-57808","1","CHR","102","CHR-102",0,9,3.345023064,9,2,0.2,"CHR_102_1",1,NA,0,3,"no"
"2811-38984","2850-57808","2811-38984_2850-57808","2","CHR","102","CHR-102",0,11,3.543647524,10,1,0.287096774193548,"CHR_102_2",1,NA,0,4,"no"
"2811-38984","2850-57881","2811-38984_2850-57881","1","CHR","102","CHR-102",0,4,6.340652122,4,7,0.216129032258065,"CHR_102_1",1,NA,0,3,"no"
"2811-38984","2850-57881","2811-38984_2850-57881","2","CHR","102","CHR-102",0,11,6.340652122,0,15,0.319354838709677,"CHR_102_2",1,NA,0,4,"no"
"2811-38984","unb-CHR-145","2811-38984_unb-CHR-145","2","CHR","102","CHR-102",0,11,15.94890647,2,-7,0.312903225806452,"CHR_102_2",1,NA,0,4,"no"
"2811-38984","unb-CHR-145","2811-38984_unb-CHR-145","1","CHR","102","CHR-102",0,0,15.94890647,0,42,0.229032258064516,"CHR_102_1",1,NA,0,3,"no"
"2811-38984","unb-CHR-76and12","2811-38984_unb-CHR-76and12","2","CHR","102","CHR-102",0,11,10.72258369,9,-1,0.290322580645161,"CHR_102_2",1,NA,0,4,"no"
"2811-38984","unb-CHR-76and12","2811-38984_unb-CHR-76and12","1","CHR","102","CHR-102",0,0,8.832289265,0,22,0.229032258064516,"CHR_102_1",1,NA,0,3,"no"
"2811-38984","unb-CHR-77","2811-38984_unb-CHR-77","1","CHR","102","CHR-102",0,11,9.015249927,8,-3,0.203225806451613,"CHR_102_1",1,NA,0,3,"no"
"2811-38984","unb-CHR-77","2811-38984_unb-CHR-77","2","CHR","102","CHR-102",0,11,9.015249927,9,-1,0.290322580645161,"CHR_102_2",1,NA,0,4,"no"
"2811-38984","unb-CHR-7and9","2811-38984_unb-CHR-7and9","2","CHR","102","CHR-102",0,11,9.438090763,0,-11,0.319354838709677,"CHR_102_2",1,NA,0,4,"no"
"2811-38984","unb-CHR-7and9","2811-38984_unb-CHR-7and9","1","CHR","102","CHR-102",0,0,10.85314354,0,19,0.229032258064516,"CHR_102_1",1,NA,0,3,"no"
"2850-57551","2850-57552","2850-57551_2850-57552","1","Struthers","10","Struthers-10",1,11,0.08,11,0,NA,"Struthers_10_1",1,"wp",4,5,"yes"
"2850-57551","2850-57552","2850-57551_2850-57552","2","Struthers","20","Struthers-20",1,12,0.08,12,0,NA,"Struthers_20_2",1,"wp",4,5,"yes"
"2850-57568","2640-97588","2850-57568_2640-97588","1","CHR","96","CHR-96",0,11,6.642331491,7,-4,0.235483870967742,"CHR_96_1",1,NA,0,4,"no"
"2850-57568","2640-97588","2850-57568_2640-97588","2","CHR","96","CHR-96",0,11,6.642331491,2,-9,0.183870967741935,"CHR_96_2",1,NA,0,3,"no"
"2850-57568","2640-97589","2850-57568_2640-97589","1","CHR","96","CHR-96",0,11,7.166145998,9,-2,0.229032258064516,"CHR_96_1",1,NA,0,4,"no"
"2850-57568","2640-97589","2850-57568_2640-97589","2","CHR","96","CHR-96",0,11,7.166145998,5,-6,0.174193548387097,"CHR_96_2",1,"ep_same",1,3,"yes"
"2850-57568","2811-83208","2850-57568_2811-83208","2","CHR","96","CHR-96",0,11,23.35798423,2,9,0.183870967741935,"CHR_96_2",1,NA,0,3,"no"
"2850-57568","2811-83208","2850-57568_2811-83208","1","CHR","96","CHR-96",0,0,23.35798423,0,13,0.258064516129032,"CHR_96_1",1,NA,0,4,"no"
"2850-57568","2850-57567","2850-57568_2850-57567","2","CHR","96","CHR-96",0,1,5.211051794,0,-42,0.190322580645161,"CHR_96_2",1,NA,0,3,"no"
"2850-57568","2850-57567","2850-57568_2850-57567","1","CHR","96","CHR-96",0,0,5.211051794,0,11,0.258064516129032,"CHR_96_1",1,NA,0,4,"no"
"2850-57568","2850-57570","2850-57568_2850-57570","2","CHR","96","CHR-96",0,11,3.793397743,0,-10,0.190322580645161,"CHR_96_2",1,"ep_same",2,3,"yes"
"2850-57568","2850-57570","2850-57568_2850-57570","1","CHR","96","CHR-96",0,0,3.799390559,0,23,0.258064516129032,"CHR_96_1",1,NA,0,4,"no"
"2850-57568","2850-57577","2850-57568_2850-57577","2","CHR","96","CHR-96",0,11,6.207264631,0,19,0.190322580645161,"CHR_96_2",1,NA,0,3,"no"
"2850-57568","2850-57577","2850-57568_2850-57577","1","CHR","96","CHR-96",0,0,6.207264631,0,23,0.258064516129032,"CHR_96_1",1,NA,0,4,"no"
"2850-57568","2850-57578","2850-57568_2850-57578","2","CHR","96","CHR-96",0,11,4.649295834,0,16,0.190322580645161,"CHR_96_2",1,NA,0,3,"no"
"2850-57568","2850-57578","2850-57568_2850-57578","1","CHR","96","CHR-96",0,0,4.649295834,0,19,0.258064516129032,"CHR_96_1",1,NA,0,4,"no"
"2850-57568","2850-57579","2850-57568_2850-57579","1","CHR","96","CHR-96",0,5,12.2884515,5,6,0.241935483870968,"CHR_96_1",1,NA,0,4,"no"
"2850-57568","2850-57579","2850-57568_2850-57579","2","CHR","96","CHR-96",0,11,13.39401385,0,-22,0.190322580645161,"CHR_96_2",1,NA,0,3,"no"
"2850-57568","2850-57580","2850-57568_2850-57580","2","CHR","96","CHR-96",0,3,18.18602989,0,-39,0.190322580645161,"CHR_96_2",1,NA,0,3,"no"
"2850-57568","2850-57580","2850-57568_2850-57580","1","CHR","96","CHR-96",0,0,18.18602989,0,14,0.258064516129032,"CHR_96_1",1,NA,0,4,"no"
"2850-57568","2850-57581","2850-57568_2850-57581","1","CHR","96","CHR-96",0,7,17.86065878,7,4,0.235483870967742,"CHR_96_1",1,NA,0,4,"no"
"2850-57568","2850-57581","2850-57568_2850-57581","2","CHR","96","CHR-96",0,11,19.78845254,11,0,0.158064516129032,"CHR_96_2",1,NA,0,3,"no"
"2850-57568","2850-57582","2850-57568_2850-57582","2","CHR","96","CHR-96",0,11,19.76481823,0,11,0.190322580645161,"CHR_96_2",1,NA,0,3,"no"
"2850-57568","2850-57582","2850-57568_2850-57582","1","CHR","96","CHR-96",0,0,19.76481823,0,12,0.258064516129032,"CHR_96_1",1,NA,0,4,"no"
"2850-57568","2850-57589","2850-57568_2850-57589","1","CHR","96","CHR-96",0,1,12.76407049,1,10,0.254838709677419,"CHR_96_1",1,NA,0,4,"no"
"2850-57568","2850-57589","2850-57568_2850-57589","2","CHR","96","CHR-96",0,11,12.8891057572727,1,10,0.187096774193548,"CHR_96_2",1,NA,0,3,"no"
"2850-57568","2850-57620","2850-57568_2850-57620","2","CHR","96","CHR-96",0,11,2.998408922,2,9,0.183870967741935,"CHR_96_2",1,NA,0,3,"no"
"2850-57568","2850-57620","2850-57568_2850-57620","1","CHR","96","CHR-96",0,0,2.998408922,0,13,0.258064516129032,"CHR_96_1",1,NA,0,4,"no"
"2850-57568","2850-57647","2850-57568_2850-57647","2","CHR","96","CHR-96",0,11,7.192032508,0,19,0.190322580645161,"CHR_96_2",1,NA,0,3,"no"
"2850-57568","2850-57647","2850-57568_2850-57647","1","CHR","96","CHR-96",0,0,7.192032508,0,18,0.258064516129032,"CHR_96_1",1,NA,0,4,"no"
"2850-57568","2850-57653","2850-57568_2850-57653","2","CHR","96","CHR-96",0,11,9.217123692,4,-7,0.17741935483871,"CHR_96_2",1,NA,0,3,"no"
"2850-57568","2850-57653","2850-57568_2850-57653","1","CHR","96","CHR-96",0,0,6.869086004,0,13,0.258064516129032,"CHR_96_1",1,NA,0,4,"no"
"2850-57568","2850-57669","2850-57568_2850-57669","2","CHR","96","CHR-96",0,11,5.474645232,3,-4,0.180645161290323,"CHR_96_2",1,NA,0,3,"no"
"2850-57568","2850-57669","2850-57568_2850-57669","1","CHR","96","CHR-96",0,0,5.474645232,0,13,0.258064516129032,"CHR_96_1",1,NA,0,4,"no"
"2850-57568","2850-57671","2850-57568_2850-57671","2","CHR","96","CHR-96",0,7,22.64758752,0,-36,0.190322580645161,"CHR_96_2",1,NA,0,3,"no"
"2850-57568","2850-57671","2850-57568_2850-57671","1","CHR","96","CHR-96",0,0,22.64758752,0,17,0.258064516129032,"CHR_96_1",1,NA,0,4,"no"
"2850-57568","2850-57731","2850-57568_2850-57731","1","CHR","96","CHR-96",0,11,7.493744191,6,-5,0.238709677419355,"CHR_96_1",1,NA,0,4,"no"
"2850-57568","2850-57731","2850-57568_2850-57731","2","CHR","96","CHR-96",0,11,3.764567061,1,-9,0.187096774193548,"CHR_96_2",1,NA,0,3,"no"
"2850-57568","2850-57733","2850-57568_2850-57733","2","CHR","96","CHR-96",0,11,15.64034838,0,-15,0.190322580645161,"CHR_96_2",1,NA,0,3,"no"
"2850-57568","2850-57733","2850-57568_2850-57733","1","CHR","96","CHR-96",0,0,15.64034838,0,38,0.258064516129032,"CHR_96_1",1,NA,0,4,"no"
"2850-57568","2850-57742","2850-57568_2850-57742","1","CHR","96","CHR-96",0,8,9.718855261,8,3,0.232258064516129,"CHR_96_1",1,NA,0,4,"no"
"2850-57568","2850-57742","2850-57568_2850-57742","2","CHR","96","CHR-96",0,11,11.50370703,7,-4,0.167741935483871,"CHR_96_2",1,NA,0,3,"no"
"2850-57568","2850-57744","2850-57568_2850-57744","2","CHR","96","CHR-96",0,11,20.46219552,0,20,0.190322580645161,"CHR_96_2",1,NA,0,3,"no"
"2850-57568","2850-57744","2850-57568_2850-57744","1","CHR","96","CHR-96",0,0,20.46219552,0,21,0.258064516129032,"CHR_96_1",1,NA,0,4,"no"
"2850-57568","2850-57745","2850-57568_2850-57745","1","CHR","96","CHR-96",0,3,5.430762873,3,8,0.248387096774194,"CHR_96_1",1,NA,0,4,"no"
"2850-57568","2850-57745","2850-57568_2850-57745","2","CHR","96","CHR-96",0,11,4.924170673,0,-10,0.190322580645161,"CHR_96_2",1,NA,0,3,"no"
"2850-57568","2850-57806","2850-57568_2850-57806","1","CHR","96","CHR-96",1,11,0.08,11,0,0.258064516129032,"CHR_96_1",1,NA,0,4,"no"
"2850-57568","2850-57806","2850-57568_2850-57806","2","CHR","96","CHR-96",1,11,0.08,9,-1,0.161290322580645,"CHR_96_2",1,NA,0,3,"no"
"2850-57568","2850-57808","2850-57568_2850-57808","1","CHR","96","CHR-96",0,11,6.598714514,11,0,0.22258064516129,"CHR_96_1",1,"ep_same",4,4,"yes"
"2850-57568","2850-57808","2850-57568_2850-57808","2","CHR","96","CHR-96",0,11,7.668810504,5,-5,0.174193548387097,"CHR_96_2",1,NA,0,3,"no"
"2850-57568","2850-57881","2850-57568_2850-57881","1","CHR","96","CHR-96",0,6,6.968481868,6,5,0.238709677419355,"CHR_96_1",1,NA,0,4,"no"
"2850-57568","2850-57881","2850-57568_2850-57881","2","CHR","96","CHR-96",0,11,7.10379761236364,2,9,0.183870967741935,"CHR_96_2",1,NA,0,3,"no"
"2850-57568","unb-CHR-145","2850-57568_unb-CHR-145","2","CHR","96","CHR-96",0,11,8.87800356,0,-13,0.190322580645161,"CHR_96_2",1,NA,0,3,"no"
"2850-57568","unb-CHR-145","2850-57568_unb-CHR-145","1","CHR","96","CHR-96",0,0,8.87800356,0,40,0.258064516129032,"CHR_96_1",1,NA,0,4,"no"
"2850-57568","unb-CHR-76and12","2850-57568_unb-CHR-76and12","2","CHR","96","CHR-96",0,11,17.72633604,3,-7,0.180645161290323,"CHR_96_2",1,NA,0,3,"no"
"2850-57568","unb-CHR-76and12","2850-57568_unb-CHR-76and12","1","CHR","96","CHR-96",0,0,15.85416469,0,20,0.258064516129032,"CHR_96_1",1,NA,0,4,"no"
"2850-57568","unb-CHR-77","2850-57568_unb-CHR-77","1","CHR","96","CHR-96",0,11,5.227094445,6,-5,0.238709677419355,"CHR_96_1",1,NA,0,4,"no"
"2850-57568","unb-CHR-77","2850-57568_unb-CHR-77","2","CHR","96","CHR-96",0,11,5.227094445,3,-7,0.180645161290323,"CHR_96_2",1,NA,0,3,"no"
"2850-57568","unb-CHR-7and9","2850-57568_unb-CHR-7and9","2","CHR","96","CHR-96",0,11,15.74693799,0,-17,0.190322580645161,"CHR_96_2",1,NA,0,3,"no"
"2850-57568","unb-CHR-7and9","2850-57568_unb-CHR-7and9","1","CHR","96","CHR-96",0,0,17.20326488,0,17,0.258064516129032,"CHR_96_1",1,NA,0,4,"no"
"2850-57571","2640-97588","2850-57571_2640-97588","1","CHR","58","CHR-58",0,10,17.416029,1,-10,0.283154121863799,"CHR_58_1",1,NA,0,4,"no"
"2850-57571","2640-97589","2850-57571_2640-97589","1","CHR","58","CHR-58",0,10,5.795943745,3,-8,0.275985663082437,"CHR_58_1",1,NA,0,4,"no"
"2850-57571","2811-83208","2850-57571_2811-83208","1","CHR","58","CHR-58",0,3,11.06999379,3,7,0.275985663082437,"CHR_58_1",1,NA,0,4,"no"
"2850-57571","2850-57567","2850-57571_2850-57567","1","CHR","58","CHR-58",0,5,14.10829303,5,5,0.268817204301075,"CHR_58_1",1,NA,0,4,"no"
"2850-57571","2850-57570","2850-57571_2850-57570","1","CHR","58","CHR-58",0,0,11.37124227,0,17,0.28673835125448,"CHR_58_1",1,NA,0,4,"no"
"2850-57571","2850-57577","2850-57571_2850-57577","1","CHR","58","CHR-58",0,0,18.38380221,0,17,0.28673835125448,"CHR_58_1",1,NA,0,4,"no"
"2850-57571","2850-57578","2850-57571_2850-57578","1","CHR","58","CHR-58",0,0,7.747253326,0,13,0.28673835125448,"CHR_58_1",1,NA,0,4,"no"
"2850-57571","2850-57579","2850-57571_2850-57579","1","CHR","58","CHR-58",1,10,0.08,10,0,0.28673835125448,"CHR_58_1",1,NA,0,4,"no"
"2850-57571","2850-57580","2850-57571_2850-57580","1","CHR","58","CHR-58",0,2,5.897584565,2,8,0.279569892473118,"CHR_58_1",1,NA,0,4,"no"
"2850-57571","2850-57581","2850-57571_2850-57581","1","CHR","58","CHR-58",0,10,7.022679488,7,-2,0.261648745519713,"CHR_58_1",1,NA,0,4,"no"
"2850-57571","2850-57582","2850-57571_2850-57582","1","CHR","58","CHR-58",0,4,8.185514377,4,6,0.272401433691756,"CHR_58_1",1,NA,0,4,"no"
"2850-57571","2850-57589","2850-57571_2850-57589","1","CHR","58","CHR-58",0,6,2.235708931,6,4,0.265232974910394,"CHR_58_1",1,NA,0,4,"no"
"2850-57571","2850-57620","2850-57571_2850-57620","1","CHR","58","CHR-58",0,3,10.33583306,3,7,0.275985663082437,"CHR_58_1",1,NA,0,4,"no"
"2850-57571","2850-57647","2850-57571_2850-57647","1","CHR","58","CHR-58",0,0,5.907321837,0,12,0.28673835125448,"CHR_58_1",1,NA,0,4,"no"
"2850-57571","2850-57653","2850-57571_2850-57653","1","CHR","58","CHR-58",0,3,18.44634242,3,7,0.275985663082437,"CHR_58_1",1,NA,0,4,"no"
"2850-57571","2850-57669","2850-57571_2850-57669","1","CHR","58","CHR-58",0,3,7.644889909,3,7,0.275985663082437,"CHR_58_1",1,NA,0,4,"no"
"2850-57571","2850-57671","2850-57571_2850-57671","1","CHR","58","CHR-58",0,0,10.8143011,0,11,0.28673835125448,"CHR_58_1",1,NA,0,4,"no"
"2850-57571","2850-57731","2850-57571_2850-57731","1","CHR","58","CHR-58",0,10,4.854405069,0,-11,0.28673835125448,"CHR_58_1",1,NA,0,4,"no"
"2850-57571","2850-57733","2850-57571_2850-57733","1","CHR","58","CHR-58",0,0,3.355260563,0,32,0.28673835125448,"CHR_58_1",1,NA,0,4,"no"
"2850-57571","2850-57742","2850-57571_2850-57742","1","CHR","58","CHR-58",0,10,6.315668815,7,-3,0.261648745519713,"CHR_58_1",1,NA,0,4,"no"
"2850-57571","2850-57744","2850-57571_2850-57744","1","CHR","58","CHR-58",0,0,8.327252868,0,15,0.28673835125448,"CHR_58_1",1,NA,0,4,"no"
"2850-57571","2850-57745","2850-57571_2850-57745","1","CHR","58","CHR-58",0,8,17.71650288,8,2,0.258064516129032,"CHR_58_1",1,NA,0,4,"no"
"2850-57571","2850-57806","2850-57571_2850-57806","1","CHR","58","CHR-58",0,10,12.2884515,5,-6,0.268817204301075,"CHR_58_1",1,NA,0,4,"no"
"2850-57571","2850-57808","2850-57571_2850-57808","1","CHR","58","CHR-58",0,10,5.951304253,5,-6,0.268817204301075,"CHR_58_1",1,"ep_same",3,4,"yes"
"2850-57571","2850-57881","2850-57571_2850-57881","1","CHR","58","CHR-58",0,10,7.88623328,10,-1,0.25089605734767,"CHR_58_1",1,NA,0,4,"no"
"2850-57571","unb-CHR-145","2850-57571_unb-CHR-145","1","CHR","58","CHR-58",0,0,20.50186793,0,34,0.28673835125448,"CHR_58_1",1,NA,0,4,"no"
"2850-57571","unb-CHR-76and12","2850-57571_unb-CHR-76and12","1","CHR","58","CHR-58",0,0,4.070114872,0,14,0.28673835125448,"CHR_58_1",1,NA,0,4,"no"
"2850-57571","unb-CHR-77","2850-57571_unb-CHR-77","1","CHR","58","CHR-58",0,10,14.80923295,0,-11,0.28673835125448,"CHR_58_1",1,NA,0,4,"no"
"2850-57571","unb-CHR-7and9","2850-57571_unb-CHR-7and9","1","CHR","58","CHR-58",0,0,5.064264415,0,11,0.28673835125448,"CHR_58_1",1,NA,0,4,"no"
"2850-57575","2850-57557","2850-57575_2850-57557","1","Cooks","4","Cooks-4",0,10,5.740060563,0,-18,NA,"Cooks_4_1",1,NA,0,4,"no"
"2850-57575","2850-57573","2850-57575_2850-57573","1","Cooks","4","Cooks-4",0,10,4.620338857,6,-4,NA,"Cooks_4_1",1,NA,0,4,"no"
"2850-57575","2850-57574","2850-57575_2850-57574","1","Cooks","4","Cooks-4",1,10,0.08,10,0,NA,"Cooks_4_1",1,"wp",2,4,"yes"
"2850-57575","2850-57633","2850-57575_2850-57633","1","Cooks","4","Cooks-4",0,10,4.61834683,1,-10,NA,"Cooks_4_1",1,NA,0,4,"no"
"2850-57575","2850-57638","2850-57575_2850-57638","1","Cooks","4","Cooks-4",0,10,2.651336676,0,-20,NA,"Cooks_4_1",1,NA,0,4,"no"
"2850-57575","2850-57673","2850-57575_2850-57673","1","Cooks","4","Cooks-4",0,10,4.106341138,9,-1,NA,"Cooks_4_1",1,NA,0,4,"no"
"2850-57576","2350-21085","2850-57576_2350-21085","1","Make Believe","14","Make Believe-14",0,11,8.76593454,0,-12,NA,"Make Believe_14_1",1,"ep_same",1,4,"yes"
"2850-57576","2350-21085","2850-57576_2350-21085","2","Make Believe","69","Make Believe-69",0,10,4.92434111,2,-9,NA,"Make Believe_69_2",1,NA,0,2,"no"
"2850-57576","2850-57518","2850-57576_2850-57518","1","Make Believe","14","Make Believe-14",1,11,0.08,11,0,NA,"Make Believe_14_1",1,"wp",3,4,"yes"
"2850-57576","2850-57518","2850-57576_2850-57518","2","Make Believe","69","Make Believe-69",1,10,0.08,10,0,NA,"Make Believe_69_2",1,"wp",2,2,"yes"
"2850-57576","2850-57668","2850-57576_2850-57668","1","Make Believe","14","Make Believe-14",0,8,10.14581095,8,3,NA,"Make Believe_14_1",1,NA,0,4,"no"
"2850-57576","2850-57668","2850-57576_2850-57668","2","Make Believe","69","Make Believe-69",0,10,9.4059998772,6,4,NA,"Make Believe_69_2",1,NA,0,2,"no"
"2850-57576","2850-57873","2850-57576_2850-57873","1","Make Believe","14","Make Believe-14",0,9,8.124297081,9,2,NA,"Make Believe_14_1",1,NA,0,4,"no"
"2850-57576","2850-57873","2850-57576_2850-57873","2","Make Believe","69","Make Believe-69",0,10,5.065881925,5,5,NA,"Make Believe_69_2",1,NA,0,2,"no"
"2850-57576","2850-57875","2850-57576_2850-57875","1","Make Believe","14","Make Believe-14",0,8,15.20151143,8,3,NA,"Make Believe_14_1",1,NA,0,4,"no"
"2850-57576","2850-57875","2850-57576_2850-57875","2","Make Believe","69","Make Believe-69",0,10,15.42561942,8,2,NA,"Make Believe_69_2",1,NA,0,2,"no"
"2850-57576","2850-57877","2850-57576_2850-57877","2","Make Believe","69","Make Believe-69",0,10,14.3682585,0,-30,NA,"Make Believe_69_2",1,NA,0,2,"no"
"2850-57576","2850-57877","2850-57576_2850-57877","1","Make Believe","14","Make Believe-14",0,0,15.3033427,0,17,NA,"Make Believe_14_1",1,NA,0,4,"no"
"2850-57583","2640-97588","2850-57583_2640-97588","1","CHR","97","CHR-97",0,11,17.19439348,0,-14,0.332258064516129,"CHR_97_1",1,NA,0,4,"no"
"2850-57583","2640-97588","2850-57583_2640-97588","2","CHR","19","CHR-19",0,10,19.15528529,0,-19,0.175627240143369,"CHR_19_2",1,NA,0,4,"no"
"2850-57583","2640-97589","2850-57583_2640-97589","1","CHR","97","CHR-97",0,11,5.705506599,0,-12,0.332258064516129,"CHR_97_1",1,NA,0,4,"no"
"2850-57583","2640-97589","2850-57583_2640-97589","2","CHR","19","CHR-19",0,10,7.512870616,0,-16,0.175627240143369,"CHR_19_2",1,NA,0,4,"no"
"2850-57583","2811-83208","2850-57583_2811-83208","1","CHR","97","CHR-97",0,8,10.9861078,8,3,0.306451612903226,"CHR_97_1",1,NA,0,4,"no"
"2850-57583","2811-83208","2850-57583_2811-83208","2","CHR","19","CHR-19",0,10,9.219050593,9,-1,0.14336917562724,"CHR_19_2",1,NA,0,4,"no"
"2850-57583","2850-57567","2850-57583_2850-57567","1","CHR","97","CHR-97",0,10,13.7343222,10,1,0.3,"CHR_97_1",1,NA,0,4,"no"
"2850-57583","2850-57567","2850-57583_2850-57567","2","CHR","19","CHR-19",0,0,15.79405727,0,-52,0.175627240143369,"CHR_19_2",1,NA,0,4,"no"
"2850-57583","2850-57570","2850-57583_2850-57570","2","CHR","19","CHR-19",0,10,15.8991203,0,-20,0.175627240143369,"CHR_19_2",1,NA,0,4,"no"
"2850-57583","2850-57570","2850-57583_2850-57570","1","CHR","97","CHR-97",0,0,11.17374737,0,13,0.332258064516129,"CHR_97_1",1,NA,0,4,"no"
"2850-57583","2850-57577","2850-57583_2850-57577","2","CHR","19","CHR-19",0,10,20.279100925,1,9,0.172043010752688,"CHR_19_2",1,NA,0,4,"no"
"2850-57583","2850-57577","2850-57583_2850-57577","1","CHR","97","CHR-97",0,0,18.96419155,0,13,0.332258064516129,"CHR_97_1",1,NA,0,4,"no"
"2850-57583","2850-57578","2850-57583_2850-57578","1","CHR","97","CHR-97",0,2,8.114828014,2,9,0.325806451612903,"CHR_97_1",1,NA,0,4,"no"
"2850-57583","2850-57578","2850-57583_2850-57578","2","CHR","19","CHR-19",0,10,9.577634021,4,6,0.161290322580645,"CHR_19_2",1,NA,0,4,"no"
"2850-57583","2850-57579","2850-57583_2850-57579","1","CHR","97","CHR-97",0,11,2.235708931,6,-4,0.312903225806452,"CHR_97_1",1,NA,0,4,"no"
"2850-57583","2850-57579","2850-57583_2850-57579","2","CHR","19","CHR-19",0,10,1.812072325,0,-32,0.175627240143369,"CHR_19_2",1,NA,0,4,"no"
"2850-57583","2850-57580","2850-57583_2850-57580","1","CHR","97","CHR-97",0,7,6.034415307,7,4,0.309677419354839,"CHR_97_1",1,NA,0,4,"no"
"2850-57583","2850-57580","2850-57583_2850-57580","2","CHR","19","CHR-19",0,0,4.050279453,0,-49,0.175627240143369,"CHR_19_2",1,NA,0,4,"no"
"2850-57583","2850-57581","2850-57583_2850-57581","1","CHR","97","CHR-97",0,11,5.383295227,3,-6,0.32258064516129,"CHR_97_1",1,NA,0,4,"no"
"2850-57583","2850-57581","2850-57583_2850-57581","2","CHR","19","CHR-19",0,10,7.008084499,0,-10,0.175627240143369,"CHR_19_2",1,NA,0,4,"no"
"2850-57583","2850-57582","2850-57583_2850-57582","1","CHR","97","CHR-97",0,9,9.310637846,9,2,0.303225806451613,"CHR_97_1",1,NA,0,4,"no"
"2850-57583","2850-57582","2850-57583_2850-57582","2","CHR","19","CHR-19",0,10,6.5111396061,9,1,0.14336917562724,"CHR_19_2",1,NA,0,4,"no"
"2850-57583","2850-57589","2850-57583_2850-57589","1","CHR","97","CHR-97",1,11,0.08,11,0,0.332258064516129,"CHR_97_1",1,"wp",4,4,"yes"
"2850-57583","2850-57589","2850-57583_2850-57589","2","CHR","19","CHR-19",1,10,0.08,10,0,0.175627240143369,"CHR_19_2",1,"wp",4,4,"yes"
"2850-57583","2850-57620","2850-57583_2850-57620","1","CHR","97","CHR-97",0,8,10.40756867,8,3,0.306451612903226,"CHR_97_1",1,NA,0,4,"no"
