"","Ind1","Ind2","k0_hat","k1_hat","k2_hat","pi_HAT","nbSNP","Band_ind1","Site_ind1","Type_ind1","FamilyID_ind1","Nest.._ind1","Brood.._ind1","clutch_id_ind1","Band_ind2","Site_ind2","Type_ind2","FamilyID_ind2","Nest.._ind2","Brood.._ind2","clutch_id_ind2"
"45944","CO_57869","CO_34013",0.288,0.568,0.144,0.428,51770,"2850-57869","Blue Cloud","mom","BlueCloud-04",NA,NA,NA,"2881-34013","Blue Cloud","kid","BlueCloud-04",4,1,"Blue Cloud_4_1"
"45945","CO_57869","CO_34012",0.304,0.582,0.114,0.405,55512,"2850-57869","Blue Cloud","mom","BlueCloud-04",NA,NA,NA,"2881-34012","Blue Cloud","kid","BlueCloud-04",4,1,"Blue Cloud_4_1"
"45953","CO_57869","CO_33627",0.259,0.657,0.084,0.412,57361,"2850-57869","Blue Cloud","mom","BlueCloud-04",NA,NA,NA,"2881-33627","Blue Cloud","kid","BlueCloud-04",17,2,"Blue Cloud_17_2"
"45957","CO_57869","CO_33629",0.318,0.528,0.154,0.418,54210,"2850-57869","Blue Cloud","mom","BlueCloud-04",NA,NA,NA,"2881-33629","Blue Cloud","kid","BlueCloud-04",17,2,"Blue Cloud_17_2"
"45960","CO_57869","CO_33630",0.3,0.571,0.129,0.415,55581,"2850-57869","Blue Cloud","mom","BlueCloud-04",NA,NA,NA,"2881-33630","Blue Cloud","kid","BlueCloud-04",17,2,"Blue Cloud_17_2"
"46324","CO_57572","CO_83280",0.316,0.532,0.152,0.418,58809,"2850-57572","Blue Cloud","mom","BlueCloud-05",NA,NA,NA,"2811-83280","Blue Cloud","kid","BlueCloud-05",5,1,"Blue Cloud_5_1"
"46337","CO_57572","CO_33643",0.306,0.57,0.124,0.409,58281,"2850-57572","Blue Cloud","mom","BlueCloud-05",NA,NA,NA,"2881-33643","Blue Cloud","kid","BlueCloud-05",5,2,"Blue Cloud_5_2"
"46338","CO_57572","CO_33645",0.318,0.535,0.147,0.415,56022,"2850-57572","Blue Cloud","mom","BlueCloud-05",NA,NA,NA,"2881-33645","Blue Cloud","kid","BlueCloud-05",5,2,"Blue Cloud_5_2"
"46340","CO_57572","CO_33642",0.297,0.555,0.148,0.426,55011,"2850-57572","Blue Cloud","mom","BlueCloud-05",NA,NA,NA,"2881-33642","Blue Cloud","kid","BlueCloud-05",5,2,"Blue Cloud_5_2"
"46350","CO_57572","CO_33644",0.335,0.494,0.171,0.418,54556,"2850-57572","Blue Cloud","mom","BlueCloud-05",NA,NA,NA,"2881-33644","Blue Cloud","kid","BlueCloud-05",5,2,"Blue Cloud_5_2"
"46719","CO_57612","CO_33604",0.295,0.589,0.117,0.411,61998,"2850-57612","Blue Cloud","mom","BlueCloud-18",NA,NA,NA,"2881-33604","Blue Cloud","kid","BlueCloud-18",21,2,"Blue Cloud_21_2"
"46720","CO_57612","CO_83054",0.299,0.586,0.116,0.409,56504,"2850-57612","Blue Cloud","mom","BlueCloud-18",NA,NA,NA,"2811-83054","Blue Cloud","kid","BlueCloud-18",18,1,"Blue Cloud_18_1"
"46721","CO_57612","CO_83051",0.343,0.506,0.152,0.405,56937,"2850-57612","Blue Cloud","mom","BlueCloud-18",NA,NA,NA,"2811-83051","Blue Cloud","kid","BlueCloud-18",18,1,"Blue Cloud_18_1"
"46723","CO_57612","CO_33608",0.288,0.608,0.104,0.408,68709,"2850-57612","Blue Cloud","mom","BlueCloud-18",NA,NA,NA,"2881-33608","Blue Cloud","kid","BlueCloud-18",21,2,"Blue Cloud_21_2"
"46727","CO_57612","CO_33605",0.313,0.576,0.111,0.399,65586,"2850-57612","Blue Cloud","mom","BlueCloud-18",NA,NA,NA,"2881-33605","Blue Cloud","kid","BlueCloud-18",21,2,"Blue Cloud_21_2"
"46728","CO_57612","CO_33607",0.276,0.624,0.101,0.413,67997,"2850-57612","Blue Cloud","mom","BlueCloud-18",NA,NA,NA,"2881-33607","Blue Cloud","kid","BlueCloud-18",21,2,"Blue Cloud_21_2"
"46730","CO_57612","CO_83055",0.329,0.528,0.144,0.408,60366,"2850-57612","Blue Cloud","mom","BlueCloud-18",NA,NA,NA,"2811-83055","Blue Cloud","kid","BlueCloud-18",18,1,"Blue Cloud_18_1"
"46731","CO_57612","CO_33606",0.269,0.65,0.081,0.406,65733,"2850-57612","Blue Cloud","mom","BlueCloud-18",NA,NA,NA,"2881-33606","Blue Cloud","kid","BlueCloud-18",21,2,"Blue Cloud_21_2"
"46735","CO_57612","CO_83053",0.319,0.55,0.131,0.406,60580,"2850-57612","Blue Cloud","mom","BlueCloud-18",NA,NA,NA,"2811-83053","Blue Cloud","kid","BlueCloud-18",18,1,"Blue Cloud_18_1"
"46740","CO_57612","CO_83052",0.331,0.517,0.152,0.41,57557,"2850-57612","Blue Cloud","mom","BlueCloud-18",NA,NA,NA,"2811-83052","Blue Cloud","kid","BlueCloud-18",18,1,"Blue Cloud_18_1"
"47114","CO_57870","CO_34038",0.299,0.576,0.126,0.413,53043,"2850-57870","Blue Cloud","mom","BlueCloud-19",NA,NA,NA,"2881-34038","Blue Cloud","kid","BlueCloud-19",24,2,"Blue Cloud_24_2"
"47115","CO_57870","CO_T014",0.339,0.529,0.133,0.397,55358,"2850-57870","Blue Cloud","mom","BlueCloud-19",NA,NA,NA,"T014","Blue Cloud","kid","BlueCloud-19",19,1,"Blue Cloud_19_1"
"47118","CO_57870","CO_34037",0.27,0.617,0.113,0.422,54855,"2850-57870","Blue Cloud","mom","BlueCloud-19",NA,NA,NA,"2881-34037","Blue Cloud","kid","BlueCloud-19",24,2,"Blue Cloud_24_2"
"47122","CO_57870","CO_34040",0.277,0.591,0.131,0.427,54872,"2850-57870","Blue Cloud","mom","BlueCloud-19",NA,NA,NA,"2881-34040","Blue Cloud","kid","BlueCloud-19",24,2,"Blue Cloud_24_2"
"47123","CO_57870","CO_34039",0.295,0.581,0.125,0.415,57081,"2850-57870","Blue Cloud","mom","BlueCloud-19",NA,NA,NA,"2881-34039","Blue Cloud","kid","BlueCloud-19",24,2,"Blue Cloud_24_2"
"47128","CO_57870","CO_34041",0.284,0.6,0.116,0.416,55116,"2850-57870","Blue Cloud","mom","BlueCloud-19",NA,NA,NA,"2881-34041","Blue Cloud","kid","BlueCloud-19",24,2,"Blue Cloud_24_2"
"47502","CO_57871","CO_33612",0.281,0.586,0.133,0.426,49665,"2850-57871","Blue Cloud","mom","BlueCloud-22",NA,NA,NA,"2881-33612","Blue Cloud","kid","BlueCloud-22",14,2,"Blue Cloud_14_2"
"47503","CO_57871","CO_33609",0.308,0.542,0.15,0.421,53493,"2850-57871","Blue Cloud","mom","BlueCloud-22",NA,NA,NA,"2881-33609","Blue Cloud","kid","BlueCloud-22",14,2,"Blue Cloud_14_2"
"47504","CO_57871","CO_33610",0.293,0.56,0.147,0.427,56067,"2850-57871","Blue Cloud","mom","BlueCloud-22",NA,NA,NA,"2881-33610","Blue Cloud","kid","BlueCloud-22",14,2,"Blue Cloud_14_2"
"47506","CO_57871","CO_83079",0.289,0.575,0.136,0.423,52786,"2850-57871","Blue Cloud","mom","BlueCloud-22",NA,NA,NA,"2811-83079","Blue Cloud","kid","BlueCloud-22",22,1,"Blue Cloud_22_1"
"47507","CO_57871","CO_33611",0.272,0.604,0.124,0.426,58255,"2850-57871","Blue Cloud","mom","BlueCloud-22",NA,NA,NA,"2881-33611","Blue Cloud","kid","BlueCloud-22",14,2,"Blue Cloud_14_2"
"47521","CO_57871","CO_83080",0.285,0.581,0.133,0.424,48709,"2850-57871","Blue Cloud","mom","BlueCloud-22",NA,NA,NA,"2811-83080","Blue Cloud","kid","BlueCloud-22",22,1,"Blue Cloud_22_1"
"47890","CO_57685","CO_34089",0.314,0.549,0.137,0.412,59520,"2850-57685","Boyer","mom","Boyer-05-07",NA,NA,NA,"2881-34089","Boyer","kid","Boyer-05",5,2,"Boyer's_5_2"
"47892","CO_57685","CO_34088",0.25,0.646,0.104,0.427,60485,"2850-57685","Boyer","mom","Boyer-05-07",NA,NA,NA,"2881-34088","Boyer","kid","Boyer-05",5,2,"Boyer's_5_2"
"48261","CO_57688","CO_33640",0.249,0.657,0.094,0.423,64278,"2850-57688","Boyer","mom","Boyer-05-07",NA,NA,NA,"2881-33640","Boyer","kid","Boyer-05-07",7,2,"Boyer's_7_2"
"48265","CO_57688","CO_33637",0.253,0.648,0.099,0.423,66639,"2850-57688","Boyer","mom","Boyer-05-07",NA,NA,NA,"2881-33637","Boyer","kid","Boyer-05-07",7,2,"Boyer's_7_2"
"48269","CO_57688","CO_33641",0.267,0.612,0.121,0.427,65255,"2850-57688","Boyer","mom","Boyer-05-07",NA,NA,NA,"2881-33641","Boyer","kid","Boyer-05-07",7,2,"Boyer's_7_2"
"48276","CO_57688","CO_33638",0.258,0.635,0.107,0.424,61861,"2850-57688","Boyer","mom","Boyer-05-07",NA,NA,NA,"2881-33638","Boyer","kid","Boyer-05-07",7,2,"Boyer's_7_2"
"48278","CO_57688","CO_33639",0.251,0.661,0.088,0.418,60406,"2850-57688","Boyer","mom","Boyer-05-07",NA,NA,NA,"2881-33639","Boyer","kid","Boyer-05-07",7,2,"Boyer's_7_2"
"48658","CO_57667","CO_83141",0.247,0.642,0.111,0.432,59851,"2850-57667","Cathy's","mom","Cathys-02",NA,NA,NA,"2811-83141","Cathy's","kid","Cathys-02",2,2,"Cathy's_2_2"
"49026","CO_57585","CO_83277",0.28,0.602,0.118,0.419,61686,"2850-57585","CHR","mom","CHR-004",NA,NA,NA,"2811-83277","CHR","kid","CHR-004",4,1,"CHR_4_1"
"49030","CO_57585","CO_83279",0.288,0.565,0.147,0.43,59882,"2850-57585","CHR","mom","CHR-004",NA,NA,NA,"2811-83279","CHR","kid","CHR-004",4,1,"CHR_4_1"
"49031","CO_57585","CO_83437",0.231,0.668,0.1,0.435,61029,"2850-57585","CHR","mom","CHR-004",NA,NA,NA,"2811-83437","CHR","kid","CHR-004",4,2,"CHR_4_2"
"49036","CO_57585","CO_83438",0.213,0.706,0.081,0.434,60175,"2850-57585","CHR","mom","CHR-004",NA,NA,NA,"2811-83438","CHR","kid","CHR-004",4,2,"CHR_4_2"
"49038","CO_57585","CO_83278",0.275,0.605,0.12,0.423,61374,"2850-57585","CHR","mom","CHR-004",NA,NA,NA,"2811-83278","CHR","kid","CHR-004",4,1,"CHR_4_1"
"49398","CO_57650","CO_83241",0.261,0.637,0.101,0.42,57610,"2850-57650","CHR","mom","CHR-025",NA,NA,NA,"2811-83241","CHR","kid","CHR-025",25,1,"CHR_25_1"
"49402","CO_57650","CO_83244",0.316,0.521,0.163,0.424,52899,"2850-57650","CHR","mom","CHR-025",NA,NA,NA,"2811-83244","CHR","kid","CHR-025",25,1,"CHR_25_1"
"49410","CO_57650","CO_83243",0.273,0.61,0.117,0.422,62022,"2850-57650","CHR","mom","CHR-025",NA,NA,NA,"2811-83243","CHR","kid","CHR-025",25,1,"CHR_25_1"
"49416","CO_57650","CO_33656",0.261,0.641,0.098,0.418,64478,"2850-57650","CHR","mom","CHR-025",NA,NA,NA,"2881-33656","CHR","kid","CHR-025",95,2,"CHR_95_2"
"49418","CO_57650","CO_33657",0.295,0.57,0.135,0.42,61151,"2850-57650","CHR","mom","CHR-025",NA,NA,NA,"2881-33657","CHR","kid","CHR-025",95,2,"CHR_95_2"
"49420","CO_57650","CO_33655",0.26,0.655,0.085,0.412,64245,"2850-57650","CHR","mom","CHR-025",NA,NA,NA,"2881-33655","CHR","kid","CHR-025",95,2,"CHR_95_2"
"49421","CO_57650","CO_83242",0.268,0.634,0.098,0.415,64475,"2850-57650","CHR","mom","CHR-025",NA,NA,NA,"2811-83242","CHR","kid","CHR-025",25,1,"CHR_25_1"
"49789","CO_97331","CO_34096",0.25,0.679,0.07,0.41,60306,"2640-97331","CHR","mom","CHR-029",NA,NA,NA,"2881-34096","CHR","kid","CHR-029",27,2,"CHR_27_2"
"49790","CO_97331","CO_34001",0.254,0.629,0.116,0.431,55153,"2640-97331","CHR","mom","CHR-029",NA,NA,NA,"2881-34001","CHR","kid","CHR-029",29,1,"CHR_29_1"
"49792","CO_97331","CO_34002",0.211,0.712,0.077,0.433,59345,"2640-97331","CHR","mom","CHR-029",NA,NA,NA,"2881-34002","CHR","kid","CHR-029",29,1,"CHR_29_1"
"49795","CO_97331","CO_34003",0.303,0.571,0.127,0.412,54389,"2640-97331","CHR","mom","CHR-029",NA,NA,NA,"2881-34003","CHR","kid","CHR-029",29,1,"CHR_29_1"
"49796","CO_97331","CO_34095",0.255,0.648,0.097,0.421,58936,"2640-97331","CHR","mom","CHR-029",NA,NA,NA,"2881-34095","CHR","kid","CHR-029",27,2,"CHR_27_2"
"49797","CO_97331","CO_34094",0.314,0.53,0.155,0.421,49713,"2640-97331","CHR","mom","CHR-029",NA,NA,NA,"2881-34094","CHR","kid","CHR-029",27,2,"CHR_27_2"
"49799","CO_97331","CO_34097",0.225,0.667,0.108,0.442,59436,"2640-97331","CHR","mom","CHR-029",NA,NA,NA,"2881-34097","CHR","kid","CHR-029",27,2,"CHR_27_2"
"49801","CO_97331","CO_34004",0.318,0.528,0.154,0.418,53109,"2640-97331","CHR","mom","CHR-029",NA,NA,NA,"2881-34004","CHR","kid","CHR-029",29,1,"CHR_29_1"
"50166","CO_97358","CO_83062",0.304,0.581,0.115,0.405,64785,"2640-97358","CHR","mom","CHR-032",NA,NA,NA,"2811-83062","CHR","kid","CHR-032",32,1,"CHR_32_1"
"50167","CO_97358","CO_83065",0.279,0.623,0.099,0.41,55459,"2640-97358","CHR","mom","CHR-032",NA,NA,NA,"2811-83065","CHR","kid","CHR-032",32,1,"CHR_32_1"
"50169","CO_97358","CO_83064",0.279,0.625,0.097,0.409,58615,"2640-97358","CHR","mom","CHR-032",NA,NA,NA,"2811-83064","CHR","kid","CHR-032",32,1,"CHR_32_1"
"50173","CO_97358","CO_83146",0.298,0.567,0.135,0.418,64183,"2640-97358","CHR","mom","CHR-032",NA,NA,NA,"2811-83146","CHR","kid","CHR-032",32,3,"CHR_32_3"
"50181","CO_97358","CO_83147",0.264,0.627,0.109,0.422,61868,"2640-97358","CHR","mom","CHR-032",NA,NA,NA,"2811-83147","CHR","kid","CHR-032",32,3,"CHR_32_3"
"50182","CO_97358","CO_83063",0.29,0.58,0.131,0.421,58500,"2640-97358","CHR","mom","CHR-032",NA,NA,NA,"2811-83063","CHR","kid","CHR-032",32,1,"CHR_32_1"
"50186","CO_97358","CO_83061",0.295,0.58,0.126,0.415,57101,"2640-97358","CHR","mom","CHR-032",NA,NA,NA,"2811-83061","CHR","kid","CHR-032",32,1,"CHR_32_1"
"50538","CO_57735","CO_33632",0.323,0.528,0.148,0.413,54583,"2850-57735","CHR","mom","CHR-037",NA,NA,NA,"2881-33632","CHR","kid","CHR-037",119,2,"CHR_119_2"
"50547","CO_57735","CO_83095",0.28,0.606,0.115,0.417,52879,"2850-57735","CHR","mom","CHR-037",NA,NA,NA,"2811-83095","CHR","kid","CHR-037",37,1,"CHR_37_1"
"50557","CO_57735","CO_33631",0.284,0.608,0.107,0.412,57584,"2850-57735","CHR","mom","CHR-037",NA,NA,NA,"2881-33631","CHR","kid","CHR-037",119,2,"CHR_119_2"
"50563","CO_57735","CO_83096",0.348,0.491,0.161,0.407,53841,"2850-57735","CHR","mom","CHR-037",NA,NA,NA,"2811-83096","CHR","kid","CHR-037",37,1,"CHR_37_1"
"50567","CO_57735","CO_83097",0.358,0.463,0.178,0.41,52293,"2850-57735","CHR","mom","CHR-037",NA,NA,NA,"2811-83097","CHR","kid","CHR-037",37,1,"CHR_37_1"
"50916","CO_57649","CO_83124",0.301,0.568,0.131,0.415,49718,"2850-57649","CHR","mom","CHR-039",NA,NA,NA,"2811-83124","CHR","kid","CHR-039",39,1,"CHR_39_1"
"50922","CO_57649","CO_83123",0.319,0.518,0.163,0.422,50490,"2850-57649","CHR","mom","CHR-039",NA,NA,NA,"2811-83123","CHR","kid","CHR-039",39,1,"CHR_39_1"
"50923","CO_57649","CO_83125",0.293,0.601,0.107,0.407,58429,"2850-57649","CHR","mom","CHR-039",NA,NA,NA,"2811-83125","CHR","kid","CHR-039",39,1,"CHR_39_1"
"50930","CO_57649","CO_83341",0.293,0.589,0.118,0.413,52387,"2850-57649","CHR","mom","CHR-039",NA,NA,NA,"2811-83341","CHR","kid","CHR-039",39,2,"CHR_39_2"
"50931","CO_57649","CO_83343",0.295,0.585,0.12,0.413,56414,"2850-57649","CHR","mom","CHR-039",NA,NA,NA,"2811-83343","CHR","kid","CHR-039",39,2,"CHR_39_2"
"50936","CO_57649","CO_83342",0.327,0.536,0.137,0.405,53856,"2850-57649","CHR","mom","CHR-039",NA,NA,NA,"2811-83342","CHR","kid","CHR-039",39,2,"CHR_39_2"
"50940","CO_57649","CO_83122",0.271,0.613,0.116,0.423,53067,"2850-57649","CHR","mom","CHR-039",NA,NA,NA,"2811-83122","CHR","kid","CHR-039",39,1,"CHR_39_1"
"50946","CO_57649","CO_83344",0.292,0.574,0.134,0.421,51767,"2850-57649","CHR","mom","CHR-039",NA,NA,NA,"2811-83344","CHR","kid","CHR-039",39,2,"CHR_39_2"
"51293","CO_57736","CO_T011",0.284,0.587,0.129,0.423,61257,"2850-57736","CHR","mom","CHR-043",NA,NA,NA,"T011","CHR","kid","CHR-043",43,1,"CHR_43_1"
"51303","CO_57736","CO_83262",0.282,0.621,0.096,0.407,62182,"2850-57736","CHR","mom","CHR-043",NA,NA,NA,"2811-83262","CHR","kid","CHR-043",43,1,"CHR_43_1"
"51305","CO_57736","CO_83264",0.277,0.615,0.108,0.415,63390,"2850-57736","CHR","mom","CHR-043",NA,NA,NA,"2811-83264","CHR","kid","CHR-043",43,1,"CHR_43_1"
"51309","CO_57736","CO_83265",0.309,0.553,0.138,0.414,58310,"2850-57736","CHR","mom","CHR-043",NA,NA,NA,"2811-83265","CHR","kid","CHR-043",43,1,"CHR_43_1"
"51315","CO_57736","CO_83263",0.314,0.535,0.151,0.418,53178,"2850-57736","CHR","mom","CHR-043",NA,NA,NA,"2811-83263","CHR","kid","CHR-043",43,1,"CHR_43_1"
"51667","CO_57588","CO_34082",0.301,0.586,0.113,0.406,56641,"2850-57588","CHR","mom","CHR-045",NA,NA,NA,"2881-34082","CHR","kid","CHR-045",45,2,"CHR_45_2"
"51668","CO_57588","CO_T008",0.336,0.512,0.152,0.408,50955,"2850-57588","CHR","mom","CHR-045",NA,NA,NA,"T008","CHR","kid","CHR-045",45,2,"CHR_45_2"
"51688","CO_57588","CO_34084",0.343,0.516,0.141,0.399,55311,"2850-57588","CHR","mom","CHR-045",NA,NA,NA,"2881-34084","CHR","kid","CHR-045",45,2,"CHR_45_2"
"51694","CO_57588","CO_34083",0.293,0.586,0.122,0.415,55419,"2850-57588","CHR","mom","CHR-045",NA,NA,NA,"2881-34083","CHR","kid","CHR-045",45,2,"CHR_45_2"
"52047","CO_57571","CO_34022",0.316,0.543,0.141,0.412,60402,"2850-57571","CHR","mom","CHR-058",NA,NA,NA,"2881-34022","CHR","kid","CHR-058",58,1,"CHR_58_1"
"52050","CO_57571","CO_34023",0.32,0.536,0.144,0.412,59770,"2850-57571","CHR","mom","CHR-058",NA,NA,NA,"2881-34023","CHR","kid","CHR-058",58,1,"CHR_58_1"
"52055","CO_57571","CO_34024",0.311,0.567,0.122,0.405,63142,"2850-57571","CHR","mom","CHR-058",NA,NA,NA,"2881-34024","CHR","kid","CHR-058",58,1,"CHR_58_1"
"52056","CO_57571","CO_T010",0.345,0.508,0.147,0.401,56237,"2850-57571","CHR","mom","CHR-058",NA,NA,NA,"T010","CHR","kid","CHR-058",58,1,"CHR_58_1"
"52422","CO_57652","CO_83323",0.258,0.637,0.105,0.424,56731,"2850-57652","CHR","mom","CHR-066",NA,NA,NA,"2811-83323","CHR","kid","CHR-066",16,2,"CHR_16_2"
"52424","CO_57652","CO_34014",0.303,0.535,0.162,0.43,53589,"2850-57652","CHR","mom","CHR-066",NA,NA,NA,"2881-34014","CHR","kid","CHR-066",66,1,"CHR_66_1"
"52425","CO_57652","CO_83326",0.291,0.556,0.152,0.431,56698,"2850-57652","CHR","mom","CHR-066",NA,NA,NA,"2811-83326","CHR","kid","CHR-066",16,2,"CHR_16_2"
"52427","CO_57652","CO_34015",0.311,0.539,0.15,0.419,52636,"2850-57652","CHR","mom","CHR-066",NA,NA,NA,"2881-34015","CHR","kid","CHR-066",66,1,"CHR_66_1"
"52429","CO_57652","CO_83325",0.212,0.706,0.082,0.435,61268,"2850-57652","CHR","mom","CHR-066",NA,NA,NA,"2811-83325","CHR","kid","CHR-066",16,2,"CHR_16_2"
"52430","CO_57652","CO_83324",0.276,0.591,0.133,0.429,58250,"2850-57652","CHR","mom","CHR-066",NA,NA,NA,"2811-83324","CHR","kid","CHR-066",16,2,"CHR_16_2"
"52788","CO_57670","CO_34032",0.288,0.6,0.112,0.412,60045,"2850-57670","CHR","mom","CHR-073",NA,NA,NA,"2881-34032","CHR","kid","CHR-073",73,1,"CHR_73_1"
"52789","CO_57670","CO_34030",0.233,0.687,0.08,0.423,66768,"2850-57670","CHR","mom","CHR-073",NA,NA,NA,"2881-34030","CHR","kid","CHR-073",73,1,"CHR_73_1"
"52792","CO_57670","CO_T002",0.335,0.529,0.136,0.401,57245,"2850-57670","CHR","mom","CHR-073",NA,NA,NA,"T002","CHR","kid","CHR-073",73,1,"CHR_73_1"
"52801","CO_57670","CO_34029",0.262,0.622,0.116,0.427,65820,"2850-57670","CHR","mom","CHR-073",NA,NA,NA,"2881-34029","CHR","kid","CHR-073",73,1,"CHR_73_1"
"52805","CO_57670","CO_34031",0.251,0.666,0.083,0.416,64681,"2850-57670","CHR","mom","CHR-073",NA,NA,NA,"2881-34031","CHR","kid","CHR-073",73,1,"CHR_73_1"
"53159","CO_57746","CO_33677",0.296,0.584,0.119,0.411,58063,"2850-57746","CHR","mom","CHR-074",NA,NA,NA,"2881-33677","CHR","kid","CHR-074",6,2,"CHR_6_2"
"53164","CO_57746","CO_83274",0.337,0.507,0.156,0.41,58278,"2850-57746","CHR","mom","CHR-074",NA,NA,NA,"2811-83274","CHR","kid","CHR-074",74,1,"CHR_74_1"
"53165","CO_57746","CO_83275",0.294,0.56,0.145,0.426,55319,"2850-57746","CHR","mom","CHR-074",NA,NA,NA,"2811-83275","CHR","kid","CHR-074",74,1,"CHR_74_1"
"53166","CO_57746","CO_83276",0.303,0.546,0.15,0.424,56920,"2850-57746","CHR","mom","CHR-074",NA,NA,NA,"2811-83276","CHR","kid","CHR-074",74,1,"CHR_74_1"
"53167","CO_57746","CO_33680",0.277,0.615,0.108,0.416,61649,"2850-57746","CHR","mom","CHR-074",NA,NA,NA,"2881-33680","CHR","kid","CHR-074",6,2,"CHR_6_2"
"53168","CO_57746","CO_33679",0.294,0.591,0.115,0.411,61298,"2850-57746","CHR","mom","CHR-074",NA,NA,NA,"2881-33679","CHR","kid","CHR-074",6,2,"CHR_6_2"
"53170","CO_57746","CO_33678",0.296,0.587,0.117,0.41,59861,"2850-57746","CHR","mom","CHR-074",NA,NA,NA,"2881-33678","CHR","kid","CHR-074",6,2,"CHR_6_2"
"53525","CO_57656","CO_83428",0.238,0.661,0.1,0.431,61990,"2850-57656","CHR","mom","CHR-078",NA,NA,NA,"2811-83428","CHR","kid","CHR-078",78,1,"CHR_78_1"
"53528","CO_57656","CO_83431",0.25,0.645,0.105,0.428,56608,"2850-57656","CHR","mom","CHR-078",NA,NA,NA,"2811-83431","CHR","kid","CHR-078",78,1,"CHR_78_1"
"53543","CO_57656","CO_83429",0.264,0.637,0.099,0.418,56892,"2850-57656","CHR","mom","CHR-078",NA,NA,NA,"2811-83429","CHR","kid","CHR-078",78,1,"CHR_78_1"
"53552","CO_57656","CO_83430",0.217,0.691,0.093,0.438,59621,"2850-57656","CHR","mom","CHR-078",NA,NA,NA,"2811-83430","CHR","kid","CHR-078",78,1,"CHR_78_1"
"53564","CO_57656","CO_83427",0.299,0.584,0.116,0.408,54897,"2850-57656","CHR","mom","CHR-078",NA,NA,NA,"2811-83427","CHR","kid","CHR-078",78,1,"CHR_78_1"
"53903","CO_57654","CO_83120",0.287,0.584,0.129,0.421,56434,"2850-57654","CHR","mom","CHR-080",NA,NA,NA,"2811-83120","CHR","kid","CHR-080",80,1,"CHR_80_1"
"53911","CO_57654","CO_83121",0.285,0.603,0.112,0.414,50747,"2850-57654","CHR","mom","CHR-080",NA,NA,NA,"2811-83121","CHR","kid","CHR-080",80,1,"CHR_80_1"
"53916","CO_57654","CO_83118",0.292,0.571,0.137,0.422,51650,"2850-57654","CHR","mom","CHR-080",NA,NA,NA,"2811-83118","CHR","kid","CHR-080",80,1,"CHR_80_1"
"53922","CO_57654","CO_83119",0.217,0.715,0.068,0.426,59732,"2850-57654","CHR","mom","CHR-080",NA,NA,NA,"2811-83119","CHR","kid","CHR-080",80,1,"CHR_80_1"
"54257","CO_57730","CO_83074",0.294,0.558,0.147,0.426,48357,"2850-57730","CHR","mom","CHR-093",NA,NA,NA,"2811-83074","CHR","kid","CHR-093",93,1,"CHR_93_1"
"54260","CO_57730","CO_83078",0.266,0.607,0.128,0.431,54740,"2850-57730","CHR","mom","CHR-093",NA,NA,NA,"2811-83078","CHR","kid","CHR-093",93,1,"CHR_93_1"
"54270","CO_57730","CO_83075",0.299,0.57,0.131,0.416,54140,"2850-57730","CHR","mom","CHR-093",NA,NA,NA,"2811-83075","CHR","kid","CHR-093",93,1,"CHR_93_1"
"54271","CO_57730","CO_34071",0.329,0.499,0.172,0.422,50392,"2850-57730","CHR","mom","CHR-093",NA,NA,NA,"2881-34071","CHR","kid","CHR-093",93,2,"CHR_93_2"
"54276","CO_57730","CO_34073",0.245,0.659,0.096,0.425,57581,"2850-57730","CHR","mom","CHR-093",NA,NA,NA,"2881-34073","CHR","kid","CHR-093",93,2,"CHR_93_2"
"54278","CO_57730","CO_83077",0.281,0.589,0.13,0.424,52601,"2850-57730","CHR","mom","CHR-093",NA,NA,NA,"2811-83077","CHR","kid","CHR-093",93,1,"CHR_93_1"
"54279","CO_57730","CO_34074",0.295,0.585,0.12,0.412,52081,"2850-57730","CHR","mom","CHR-093",NA,NA,NA,"2881-34074","CHR","kid","CHR-093",93,2,"CHR_93_2"
"54282","CO_57730","CO_83076",0.235,0.689,0.076,0.421,60465,"2850-57730","CHR","mom","CHR-093",NA,NA,NA,"2811-83076","CHR","kid","CHR-093",93,1,"CHR_93_1"
"54284","CO_57730","CO_34072",0.298,0.561,0.141,0.421,53500,"2850-57730","CHR","mom","CHR-093",NA,NA,NA,"2881-34072","CHR","kid","CHR-093",93,2,"CHR_93_2"
"54540","CO_57568","CO_83143",0.582,0.352,0.066,0.242,57089,"2850-57568","CHR","mom","CHR-096",NA,NA,NA,"2811-83143","CHR","kid","CHR-011",101,2,"CHR_101_2"
"54546","CO_57568","CO_83145",0.615,0.289,0.096,0.241,55382,"2850-57568","CHR","mom","CHR-096",NA,NA,NA,"2811-83145","CHR","kid","CHR-011",101,2,"CHR_101_2"
"54547","CO_57568","CO_83144",0.591,0.344,0.065,0.237,63723,"2850-57568","CHR","mom","CHR-096",NA,NA,NA,"2811-83144","CHR","kid","CHR-011",101,2,"CHR_101_2"
"54556","CO_57568","CO_83242",0.587,0.337,0.076,0.245,58497,"2850-57568","CHR","mom","CHR-096",NA,NA,NA,"2811-83242","CHR","kid","CHR-025",25,1,"CHR_25_1"
"54562","CO_57568","CO_83142",0.567,0.345,0.088,0.26,58226,"2850-57568","CHR","mom","CHR-096",NA,NA,NA,"2811-83142","CHR","kid","CHR-011",101,2,"CHR_101_2"
